id,fuente,comuna,region,precio,divisa,superficie_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
TT-2024-07-003424,toctoc,San Miguel,Metropolitana,16.49,UF,46.3,2024-06-19 00:00:00.000000,2024-07-22 00:00:00.000000,Departamento,arriendo,agency
TT-2024-07-001791,toctoc,PROVIDENCIA,Metropolitana,1235000.0,CLP,68.1,2024-05-16 00:00:00.000000,2024-07-08 00:00:00.000000,DEPARTAMENTO,arriendo,
TT-2024-07-000039,toctoc,Recoleta,Metropolitana,26.08,UF,108.1,2024-06-10 00:00:00.000000,2024-07-01 00:00:00.000000,Departamento,arriendo,agency
TT-2024-07-003190,toctoc,San Miguel,Metropolitana,12.84,UF,8.0,2024-06-22 00:00:00.000000,2024-07-22 00:00:00.000000,departamento,arriendo,agency
TT-2024-07-002104,toctoc,Estación Central,Metropolitana,715000.0,CLP,76.4,2024-07-07 00:00:00.000000,2024-07-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-07-002662,toctoc,Santiago,Metropolitana,575000.0,CLP,42.1,2024-06-13 00:00:00.000000,2024-07-15 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-07-004140,toctoc,La Reina,Metropolitana,16.49,UF,28.6,2024-07-02 00:00:00.000000,2024-07-29 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-07-000709,toctoc,Recoleta,Metropolitana,690000.0,CLP,78.9,2024-06-17 00:00:00.000000,2024-07-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2024-07-000798,toctoc,Independencia,Metropolitana,17.57,UF,64.9,2024-05-18 00:00:00.000000,2024-07-01 00:00:00.000000,departamento,arriendo,agency
TT-2024-07-003234,toctoc,Recoleta,Metropolitana,770000.0,CLP,87.1,2024-07-14 00:00:00.000000,2024-07-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-07-003690,toctoc,Las Condes,Metropolitana,198.65,UF,31.4,2024-06-21 00:00:00.000000,2024-07-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-07-003875,toctoc,San Miguel,Metropolitana,16.76,UF,56.2,2024-07-11 00:00:00.000000,2024-07-22 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2024-07-003288,toctoc,Macul,Metropolitana,14.73,UF,39.5,2024-07-08 00:00:00.000000,2024-07-22 00:00:00.000000,departamento,Arriendo,owner_direct
