id,fuente,comuna,region,precio,divisa,superficie_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
TT-2024-02-002722,toctoc,Santiago,Metropolitana,18.24,UF,64.9,2024-02-07 00:00:00.000000,2024-02-15 00:00:00.000000,departamento,arriendo,agency
TT-2024-02-001687,toctoc,Ñuñoa,Metropolitana,760000.0,CLP,41.9,2024-01-12 00:00:00.000000,2024-02-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-02-001174,toctoc,Maipú,Metropolitana,520000.0,CLP,47.6,2024-01-22 00:00:00.000000,2024-02-08 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-02-002230,toctoc,Puente Alto,Metropolitana,9.59,UF,31.6,2024-01-08 00:00:00.000000,2024-02-15 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-02-000385,toctoc,Quinta Normal,Metropolitana,13.38,UF,35.3,2024-01-10 00:00:00.000000,2024-02-01 00:00:00.000000,departamento,ARRIENDO,owner_direct
TT-2024-02-003749,toctoc,Cerrillos,Metropolitana,605000.0,CLP,47.8,2024-02-10 00:00:00.000000,2024-02-22 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-02-001081,toctoc,Santiago,Metropolitana,795000.0,CLP,86.5,2024-01-11 00:00:00.000000,2024-02-08 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-02-004689,toctoc,Puente Alto,Metropolitana,14.73,UF,73.1,2023-10-04 00:00:00.000000,2024-02-29 00:00:00.000000,Departamento,arriendo,agency
TT-2024-02-000288,toctoc,SANTIAGO,Metropolitana,12.57,UF,27.8,2023-12-29 00:00:00.000000,2024-02-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-02-003456,toctoc,Puente Alto,Metropolitana,700000.0,CLP,72.0,2024-01-26 00:00:00.000000,2024-02-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-02-002055,toctoc,Santiago,Metropolitana,35.14,UF,45.0,2024-01-04 00:00:00.000000,2024-02-15 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-02-002059,toctoc,La Florida,Metropolitana,10.54,UF,28.8,2024-02-02 00:00:00.000000,2024-02-15 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-02-003112,toctoc,Estación Central,Metropolitana,680000.0,CLP,64.7,2024-02-12 00:00:00.000000,2024-02-22 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-02-000490,toctoc,Maipú,Metropolitana,465000.0,CLP,69.9,2024-01-22 00:00:00.000000,2024-02-01 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-02-003222,toctoc,Las Condes,Metropolitana,1010000.0,CLP,45.5,2024-02-09 00:00:00.000000,2024-02-22 00:00:00.000000,departamento,arriendo,agency
TT-2024-02-001425,toctoc,la reina,Metropolitana,20.54,UF,46.2,2024-01-05 00:00:00.000000,2024-02-08 00:00:00.000000,departamento,ARRIENDO,owner_direct
TT-2024-02-000307,toctoc,Renca,Metropolitana,9.73,UF,31.2,2024-01-16 00:00:00.000000,2024-02-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-02-002883,toctoc,Santiago,Metropolitana,16.35,UF,41.4,2024-02-02 00:00:00.000000,2024-02-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
TT-2024-02-002933,toctoc,Independencia,Metropolitana,12.43,UF,36.7,2024-02-01 00:00:00.000000,2024-02-15 00:00:00.000000,DEPARTAMENTO,Arriendo,
TT-2024-02-004148,toctoc,San Miguel,Metropolitana,555000.0,CLP,41.1,2024-02-06 00:00:00.000000,2024-02-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-02-003004,toctoc,Santiago,Metropolitana,555000.0,CLP,47.3,2023-12-04 00:00:00.000000,2024-02-15 00:00:00.000000,departamento,Arriendo,owner_direct
TT-2024-02-000951,toctoc,Santiago,Metropolitana,755000.0,CLP,62.6,2024-01-07 00:00:00.000000,2024-02-01 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-02-000661,toctoc,Santiago,Metropolitana,10.54,UF,29.5,2023-12-30 00:00:00.000000,2024-02-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
