id,fuente,comuna,region,precio,divisa,superficie_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
TT-2024-12-003589,toctoc,Vitacura,Metropolitana,1060000.0,CLP,28.2,2024-11-20 00:00:00.000000,2024-12-15 00:00:00.000000,Departamento,arriendo,owner_direct
TT-2024-12-003598,toctoc,Ñuñoa,Metropolitana,22.3,UF,51.4,2024-11-26 00:00:00.000000,2024-12-15 00:00:00.000000,departamento,arriendo,agency
TT-2024-12-002889,toctoc,Macul,Metropolitana,19.73,UF,64.1,2024-12-08 00:00:00.000000,2024-12-15 00:00:00.000000,departamento,Arriendo,agency
TT-2024-12-000362,toctoc,La Reina,Metropolitana,27.16,UF,63.7,2024-06-10 00:00:00.000000,2024-12-01 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2024-12-003685,toctoc,San Miguel,Metropolitana,15.27,UF,39.4,2024-12-05 00:00:00.000000,2024-12-15 00:00:00.000000,Departamento,arriendo,agency
TT-2024-12-003148,toctoc,Conchalí,Metropolitana,13.65,UF,48.2,2024-11-08 00:00:00.000000,2024-12-15 00:00:00.000000,departamento,Arriendo,owner_direct
TT-2024-12-002268,toctoc,Vitacura,Metropolitana,38.24,UF,62.5,2024-12-02 00:00:00.000000,2024-12-08 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-12-005458,toctoc,Huechuraba,Metropolitana,17.3,UF,42.5,2024-12-05 00:00:00.000000,2024-12-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-12-003526,toctoc,Santiago,Metropolitana,17.03,UF,67.5,2024-12-08 00:00:00.000000,2024-12-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,
TT-2024-12-000646,toctoc,San Joaquín,Metropolitana,14.73,UF,44.4,2024-10-24 00:00:00.000000,2024-12-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-12-003420,toctoc,San Miguel,Metropolitana,13.51,UF,41.7,2024-11-10 00:00:00.000000,2024-12-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
TT-2024-12-004207,toctoc,,Metropolitana,12.97,UF,30.4,2024-12-14 00:00:00.000000,2024-12-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-12-004879,toctoc,Macul,Metropolitana,770000.0,CLP,65.2,2024-12-17 00:00:00.000000,2024-12-29 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2024-12-000295,toctoc,Independencia,Metropolitana,11.62,UF,35.2,2024-10-26 00:00:00.000000,2024-12-01 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-12-002621,toctoc,Estación Central,Metropolitana,13.51,UF,38.5,2024-12-02 00:00:00.000000,2024-12-15 00:00:00.000000,Departamento,arriendo,owner_direct
TT-2024-12-003448,toctoc,Macul,Metropolitana,490000.0,CLP,42.0,2024-12-08 00:00:00.000000,2024-12-15 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2024-12-000358,toctoc,La Florida,Metropolitana,18.38,UF,73.7,2024-11-21 00:00:00.000000,2024-12-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-12-001668,toctoc,Independencia,Metropolitana,16.49,UF,59.5,2024-11-09 00:00:00.000000,2024-12-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2024-12-001312,toctoc,Vitacura,Metropolitana,35.81,UF,47.9,2024-10-20 00:00:00.000000,2024-12-08 00:00:00.000000,departamento,Arriendo,agency
TT-2024-12-004998,toctoc,Ñuñoa,Metropolitana,16.49,UF,35.9,2024-12-20 00:00:00.000000,2024-12-29 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-12-004178,toctoc,,Metropolitana,13.65,UF,37.0,2024-09-15 00:00:00.000000,2024-12-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-12-000979,toctoc,Providencia,Metropolitana,1495000.0,CLP,76.2,2024-10-10 00:00:00.000000,2024-12-01 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-12-001694,toctoc,Cerrillos,Metropolitana,550000.0,CLP,46.7,2024-10-26 00:00:00.000000,2024-12-08 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-12-003901,toctoc,,Metropolitana,14.46,UF,49.3,2024-12-06 00:00:00.000000,2024-12-22 00:00:00.000000,departamento,Arriendo,agency
TT-2024-12-005224,toctoc,Las Condes,Metropolitana,30.27,UF,72.5,2024-11-29 00:00:00.000000,2024-12-29 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-12-004200,toctoc,,Metropolitana,30.27,UF,85.8,2024-10-22 00:00:00.000000,2024-12-22 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-12-003018,toctoc,Peñalolén,Metropolitana,15.41,UF,48.7,2024-11-29 00:00:00.000000,2024-12-15 00:00:00.000000,Departamento,arriendo,agency
TT-2024-12-002455,toctoc,ñuñoa,Metropolitana,10070000.0,CLP,77.4,2024-10-18 00:00:00.000000,2024-12-15 00:00:00.000000,departamento,arriendo,agency
TT-2024-12-004422,toctoc,Santiago,Metropolitana,930000.0,CLP,69.3,2024-12-18 00:00:00.000000,2024-12-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-12-000251,toctoc,Santiago,Metropolitana,19.46,UF,62.6,2024-11-10 00:00:00.000000,2024-12-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-12-000949,toctoc,Santiago,Metropolitana,490000.0,CLP,38.3,2024-06-08 00:00:00.000000,2024-12-01 00:00:00.000000,Departamento,ARRIENDO,owner_direct
TT-2024-12-005134,toctoc,Macul,Metropolitana,18.65,UF,65.6,2024-12-22 00:00:00.000000,2024-12-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-12-002968,toctoc,Independencia,Metropolitana,755000.0,CLP,60.9,2024-11-30 00:00:00.000000,2024-12-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-12-005286,toctoc,Estación Central,Metropolitana,16.22,UF,70.2,2024-12-28 00:00:00.000000,2024-12-29 00:00:00.000000,Departamento,ARRIENDO,owner_direct
TT-2024-12-001760,toctoc,La Florida,Metropolitana,14.59,UF,41.1,2024-11-26 00:00:00.000000,2024-12-08 00:00:00.000000,departamento,ARRIENDO,owner_direct
TT-2024-12-000009,toctoc,Macul,Metropolitana,23.38,UF,84.1,2024-11-05 00:00:00.000000,2024-12-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-12-002611,toctoc,Santiago,Metropolitana,13.24,UF,35.5,2024-10-09 00:00:00.000000,2024-12-15 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-12-003401,toctoc,La Florida,Metropolitana,520000.0,CLP,36.3,2024-12-06 00:00:00.000000,2024-12-15 00:00:00.000000,departamento,arriendo,agency
TT-2024-12-002941,toctoc,La Reina,Metropolitana,30.54,UF,91.1,2024-11-25 00:00:00.000000,2024-12-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-12-001558,toctoc,Las Condes,Metropolitana,23.92,UF,40.6,2024-11-04 00:00:00.000000,2024-12-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-12-003843,toctoc,,Metropolitana,13.92,UF,50.0,2024-12-01 00:00:00.000000,2024-12-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-12-002328,toctoc,San Miguel,Metropolitana,13.51,UF,38.9,2024-05-25 00:00:00.000000,2024-12-15 00:00:00.000000,departamento,Arriendo,agency
TT-2024-12-000791,toctoc,Puente Alto,Metropolitana,9.59,UF,28.1,2024-11-02 00:00:00.000000,2024-12-01 00:00:00.000000,departamento,ARRIENDO,owner_direct
TT-2024-12-004535,toctoc,Maipú,Metropolitana,13.92,UF,38.8,2024-12-19 00:00:00.000000,2024-12-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-12-000731,toctoc,Recoleta,Metropolitana,11.76,UF,39.9,2024-11-27 00:00:00.000000,2024-12-01 00:00:00.000000,departamento,arriendo,agency
TT-2024-12-001790,toctoc,La Florida,Metropolitana,475000.0,CLP,40.8,2024-12-02 00:00:00.000000,2024-12-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-12-000918,toctoc,Lo Barnechea,Metropolitana,1070000.0,CLP,56.3,2024-11-07 00:00:00.000000,2024-12-01 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-12-000626,toctoc,Huechuraba,Metropolitana,18.38,UF,63.8,2024-10-15 00:00:00.000000,2024-12-01 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-12-005285,toctoc,Recoleta,Metropolitana,380000.0,CLP,31.0,2024-12-12 00:00:00.000000,2024-12-29 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-12-004641,toctoc,Ñuñoa,Metropolitana,870000.0,CLP,60.8,2024-12-01 00:00:00.000000,2024-12-29 00:00:00.000000,Departamento,arriendo,owner_direct
TT-2024-12-000520,toctoc,La Florida,Metropolitana,19.73,UF,55.4,2024-06-26 00:00:00.000000,2024-12-01 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-12-002819,toctoc,Vitacura,Metropolitana,32.3,UF,50.8,2024-11-27 00:00:00.000000,2024-12-15 00:00:00.000000,Departamento,Arriendo,owner_direct
TT-2024-12-004738,toctoc,Conchalí,Metropolitana,450000.0,CLP,42.3,2024-11-17 00:00:00.000000,2024-12-29 00:00:00.000000,departamento,Arriendo,owner_direct
TT-2024-12-000247,toctoc,Ñuñoa,Metropolitana,1275000.0,CLP,94.1,2024-10-20 00:00:00.000000,2024-12-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-12-001258,toctoc,Conchalí,Metropolitana,5925000.0,CLP,50.4,2024-11-07 00:00:00.000000,2024-12-08 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-12-000997,toctoc,ÑUÑOA,Metropolitana,33.78,UF,115.4,2024-11-11 00:00:00.000000,2024-12-01 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-12-002586,toctoc,La Florida,Metropolitana,12.43,UF,30.5,2024-10-27 00:00:00.000000,2024-12-15 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-12-002911,toctoc,Estación Central,Metropolitana,355000.0,CLP,25.7,2024-11-30 00:00:00.000000,2024-12-15 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-12-005419,toctoc,Vitacura,Metropolitana,875000.0,CLP,36.0,2024-12-05 00:00:00.000000,2024-12-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-12-003816,toctoc,,Metropolitana,485000.0,CLP,45.6,2024-11-23 00:00:00.000000,2024-12-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-12-004886,toctoc,Ñuñoa ,Metropolitana,26.22,UF,78.4,2024-12-14 00:00:00.000000,2024-12-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-12-000794,toctoc,Santiago,Metropolitana,600000.0,CLP,61.4,2024-10-12 00:00:00.000000,2024-12-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-12-004560,toctoc,Quilicura,Metropolitana,425000.0,CLP,54.6,2024-12-14 00:00:00.000000,2024-12-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-12-005372,toctoc,PEÑALOLÉN,Metropolitana,13.38,UF,33.6,2024-12-26 00:00:00.000000,2024-12-29 00:00:00.000000,departamento,arriendo,agency
TT-2024-12-001913,toctoc,Vitacura,Metropolitana,28.65,UF,37.5,2024-11-06 00:00:00.000000,2024-12-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
TT-2024-12-000891,toctoc,Santiago,Metropolitana,515000.0,CLP,41.7,2024-07-09 00:00:00.000000,2024-12-01 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-12-005107,toctoc,Quilicura ,Metropolitana,15.81,UF,59.5,2024-11-10 00:00:00.000000,2024-12-29 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-12-001794,toctoc,Ñuñoa,Metropolitana,990000.0,CLP,70.1,2024-11-15 00:00:00.000000,2024-12-08 00:00:00.000000,departamento,Arriendo,agency
TT-2024-12-003013,toctoc,Providencia,Metropolitana,1495000.0,CLP,56.2,2024-11-25 00:00:00.000000,2024-12-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-12-003942,toctoc,,Metropolitana,14.46,UF,29.0,2024-11-19 00:00:00.000000,2024-12-22 00:00:00.000000,departamento,arriendo,agency
TT-2024-12-001766,toctoc,La Reina,Metropolitana,895000.0,CLP,50.3,2024-11-28 00:00:00.000000,2024-12-08 00:00:00.000000,Departamento,Arriendo,owner_direct
TT-2024-12-005218,toctoc,Providencia,Metropolitana,985000.0,CLP,69.2,2024-12-24 00:00:00.000000,2024-12-29 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-12-001807,toctoc,Puente Alto,Metropolitana,10.14,UF,47.4,2024-11-23 00:00:00.000000,2024-12-08 00:00:00.000000,departamento,arriendo,agency
TT-2024-12-004785,toctoc,Independencia,Metropolitana,495000.0,CLP,45.8,2024-12-16 00:00:00.000000,2024-12-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
