id,fuente,comuna,region,precio,divisa,superficie_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
TT-2024-01-003134,toctoc,Santiago,Metropolitana,530000.0,CLP,61.4,2024-01-06 00:00:00.000000,2024-01-15 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2024-01-001765,toctoc,Providencia,Metropolitana,246.22,UF,42.8,2024-01-06 00:00:00.000000,2024-01-08 00:00:00.000000,departamento,Arriendo,owner_direct
TT-2024-01-005176,toctoc,La Florida,Metropolitana,680000.0,CLP,71.5,2023-12-24 00:00:00.000000,2024-01-29 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-01-003168,toctoc,Providencia,Metropolitana,30.54,UF,53.0,2023-11-15 00:00:00.000000,2024-01-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-01-005462,toctoc,Estación Central,Metropolitana,12.57,UF,48.2,2024-01-10 00:00:00.000000,2024-01-29 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2024-01-005238,toctoc,San Miguel,Metropolitana,11.08,UF,37.2,2024-01-13 00:00:00.000000,2024-01-29 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-000852,toctoc,Estación Central,Metropolitana,12.84,UF,43.0,2023-10-23 00:00:00.000000,2024-01-01 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2024-01-004616,toctoc,Independencia,Metropolitana,4850000.0,CLP,37.6,2023-12-27 00:00:00.000000,2024-01-29 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-01-004016,toctoc,La Florida,Metropolitana,12.7,UF,36.7,2023-10-07 00:00:00.000000,2024-01-22 00:00:00.000000,departamento,Arriendo,owner_direct
TT-2024-01-004030,toctoc,SANTIAGO,Metropolitana,14.46,UF,39.8,2023-11-07 00:00:00.000000,2024-01-22 00:00:00.000000,Departamento,ARRIENDO,owner_direct
TT-2024-01-000283,toctoc,Estación Central,Metropolitana,10.68,UF,33.9,2023-11-06 00:00:00.000000,2024-01-01 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-01-003530,toctoc,La Cisterna,Metropolitana,12.7,UF,40.8,2024-01-14 00:00:00.000000,2024-01-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-01-001033,toctoc,Macul,Metropolitana,770000.0,CLP,66.0,2023-12-19 00:00:00.000000,2024-01-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-01-000221,toctoc,Peñalolén,Metropolitana,11.62,UF,30.6,2023-12-15 00:00:00.000000,2024-01-01 00:00:00.000000,departamento,arriendo,agency
TT-2024-01-002422,toctoc,LA REINA,Metropolitana,810000.0,CLP,54.4,2023-12-02 00:00:00.000000,2024-01-15 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-005311,toctoc,Ñuñoa,Metropolitana,910000.0,CLP,69.3,2024-01-21 00:00:00.000000,2024-01-29 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-000789,toctoc,Santiago,Metropolitana,14.05,UF,36.7,2023-12-28 00:00:00.000000,2024-01-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-01-002539,toctoc,Las Condes,Metropolitana,23.11,UF,31.2,2023-12-05 00:00:00.000000,2024-01-15 00:00:00.000000,departamento,arriendo,agency
TT-2024-01-001155,toctoc,Providencia,Metropolitana,18.92,UF,29.4,2023-12-16 00:00:00.000000,2024-01-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-01-005295,toctoc,Macul,Metropolitana,15.14,UF,64.4,2023-12-20 00:00:00.000000,2024-01-29 00:00:00.000000,departamento,Arriendo,agency
TT-2024-01-002765,toctoc,Providencia,Metropolitana,1025000.0,CLP,62.8,2023-12-29 00:00:00.000000,2024-01-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-01-004492,toctoc,Estación Central,Metropolitana,16.76,UF,55.5,2024-01-05 00:00:00.000000,2024-01-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-01-001105,toctoc,Independencia,Metropolitana,12.3,UF,33.2,2023-11-12 00:00:00.000000,2024-01-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-01-000696,toctoc,Huechuraba,Metropolitana,14.32,UF,52.7,2023-12-22 00:00:00.000000,2024-01-01 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-01-001349,toctoc,SAN MIGUEL,Metropolitana,13.51,UF,43.0,2023-12-26 00:00:00.000000,2024-01-08 00:00:00.000000,departamento,Arriendo,agency
TT-2024-01-005308,toctoc,Independencia,Metropolitana,16.62,UF,55.4,2023-11-27 00:00:00.000000,2024-01-29 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-01-004453,toctoc,Independencia,Metropolitana,635000.0,CLP,64.9,2024-01-01 00:00:00.000000,2024-01-29 00:00:00.000000,Departamento,arriendo,owner_direct
TT-2024-01-000312,toctoc,San Joaquín,Metropolitana,13.11,UF,52.1,2023-10-12 00:00:00.000000,2024-01-01 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-002575,toctoc,Quinta Normal,Metropolitana,13.24,UF,51.2,2023-12-24 00:00:00.000000,2024-01-15 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-01-003553,toctoc,Lo Barnechea,Metropolitana,26.22,UF,68.2,2024-01-06 00:00:00.000000,2024-01-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-01-004028,toctoc,Huechuraba,Metropolitana,21.62,UF,71.0,2023-09-30 00:00:00.000000,2024-01-22 00:00:00.000000,departamento,Arriendo,agency
TT-2024-01-000951,toctoc,La Florida,Metropolitana,12.84,UF,40.4,2023-12-16 00:00:00.000000,2024-01-01 00:00:00.000000,departamento,Arriendo,agency
TT-2024-01-000905,toctoc,La Cisterna,Metropolitana,435000.0,CLP,38.7,2023-12-22 00:00:00.000000,2024-01-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-01-002128,toctoc,San Miguel,Metropolitana,17.84,UF,41.7,2023-12-31 00:00:00.000000,2024-01-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-01-005268,toctoc,Providencia,Metropolitana,1045000.0,CLP,56.6,2024-01-15 00:00:00.000000,2024-01-29 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-003457,toctoc,Recoleta,Metropolitana,14.19,UF,56.5,2023-12-24 00:00:00.000000,2024-01-22 00:00:00.000000,Departamento,arriendo,owner_direct
TT-2024-01-000604,toctoc,Maipú,Metropolitana,560000.0,CLP,42.5,2023-12-15 00:00:00.000000,2024-01-01 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-000658,toctoc,Independencia,Metropolitana,15.95,UF,54.4,2023-11-29 00:00:00.000000,2024-01-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2024-01-002489,toctoc,Santiago,Metropolitana,840000.0,CLP,80.3,2023-10-29 00:00:00.000000,2024-01-15 00:00:00.000000,departamento,Arriendo,agency
TT-2024-01-004674,toctoc,Lo Barnechea,Metropolitana,17.16,UF,35.0,2023-12-28 00:00:00.000000,2024-01-29 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-004490,toctoc,Peñalolén,Metropolitana,19.46,UF,57.8,2024-01-25 00:00:00.000000,2024-01-29 00:00:00.000000,departamento,arriendo,agency
TT-2024-01-001709,toctoc,Las Condes,Metropolitana,1140000.0,CLP,59.0,2023-12-07 00:00:00.000000,2024-01-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
TT-2024-01-002255,toctoc,Ñuñoa,Metropolitana,22.97,UF,61.2,2023-11-20 00:00:00.000000,2024-01-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-01-002974,toctoc,Vitacura,Metropolitana,850000.0,CLP,26.4,2024-01-02 00:00:00.000000,2024-01-15 00:00:00.000000,departamento,Arriendo,owner_direct
TT-2024-01-004259,toctoc,Independencia,Metropolitana,13.38,UF,45.3,2023-11-24 00:00:00.000000,2024-01-22 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-003118,toctoc,Providencia,Metropolitana,18.65,UF,38.0,2023-09-24 00:00:00.000000,2024-01-15 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-01-002056,toctoc,Huechuraba,Metropolitana,640000.0,CLP,55.0,2023-10-24 00:00:00.000000,2024-01-08 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-01-002095,toctoc,San Joaquín,Metropolitana,11.22,UF,34.0,2023-11-24 00:00:00.000000,2024-01-08 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-002392,toctoc,Independencia,Metropolitana,565000.0,CLP,57.1,2023-12-28 00:00:00.000000,2024-01-15 00:00:00.000000,departamento,arriendo,agency
TT-2024-01-004716,toctoc,Maipú,Metropolitana,400000.0,CLP,41.3,2023-08-25 00:00:00.000000,2024-01-29 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-01-000134,toctoc,Lo Barnechea,Metropolitana,1280000.0,CLP,84.0,2023-11-23 00:00:00.000000,2024-01-01 00:00:00.000000,departamento,Arriendo,
TT-2024-01-000600,toctoc,Estación Central,Metropolitana,525000.0,CLP,50.5,2023-12-04 00:00:00.000000,2024-01-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-01-001681,toctoc,La Florida,Metropolitana,24.59,UF,94.6,2023-11-24 00:00:00.000000,2024-01-08 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2024-01-003107,toctoc,Pudahuel,Metropolitana,370000.0,CLP,35.2,2023-12-31 00:00:00.000000,2024-01-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-01-002162,toctoc,Santiago,Metropolitana,22.3,UF,68.5,2023-12-23 00:00:00.000000,2024-01-08 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-01-003352,toctoc,Las Condes,Metropolitana,9460000.0,CLP,40.3,2023-07-08 00:00:00.000000,2024-01-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-01-004395,toctoc,Recoleta,Metropolitana,395000.0,CLP,35.5,2024-01-22 00:00:00.000000,2024-01-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2024-01-002061,toctoc,Maipú,Metropolitana,12.84,UF,35.6,2024-01-01 00:00:00.000000,2024-01-08 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-002920,toctoc,Quinta Normal,Metropolitana,385000.0,CLP,29.9,2023-12-07 00:00:00.000000,2024-01-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-01-003898,toctoc,Conchalí,Metropolitana,12.97,UF,46.9,2023-07-07 00:00:00.000000,2024-01-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-01-002122,toctoc,La Florida,Metropolitana,13.78,UF,46.7,2023-12-18 00:00:00.000000,2024-01-08 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-004559,toctoc,Santiago,Metropolitana,530000.0,CLP,46.9,2023-12-22 00:00:00.000000,2024-01-29 00:00:00.000000,Departamento,arriendo,agency
TT-2024-01-000244,toctoc,Recoleta,Metropolitana,10.68,UF,41.9,2023-12-12 00:00:00.000000,2024-01-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-01-002180,toctoc,Estación Central,Metropolitana,15.27,UF,58.9,2023-12-01 00:00:00.000000,2024-01-08 00:00:00.000000,departamento,arriendo,agency
TT-2024-01-000430,toctoc,Ñuñoa,Metropolitana,33.92,UF,107.3,2023-12-17 00:00:00.000000,2024-01-01 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2024-01-001523,toctoc,Peñalolén,Metropolitana,13.24,UF,52.1,2024-01-03 00:00:00.000000,2024-01-08 00:00:00.000000,departamento,Arriendo,owner_direct
TT-2024-01-005005,toctoc,Independencia,Metropolitana,16.49,UF,53.9,2024-01-12 00:00:00.000000,2024-01-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
