id,fuente,comuna,region,precio,divisa,superficie_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
TT-2024-09-005056,toctoc,Pudahuel,Metropolitana,19.59,UF,73.2,2024-09-26 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-09-000842,toctoc,La Florida,Metropolitana,13.65,UF,30.1,2024-07-11 00:00:00.000000,2024-09-01 00:00:00.000000,Departamento,arriendo,owner_direct
TT-2024-09-005283,toctoc,Lo Barnechea,Metropolitana,31.35,UF,82.9,2024-08-25 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,Arriendo,agency
TT-2024-09-002259,toctoc,Las Condes,Metropolitana,311.76,UF,72.3,2024-07-21 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2024-09-004716,toctoc,Las Condes,Metropolitana,1970000.0,CLP,130.5,2024-08-25 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-09-001960,toctoc,Independencia,Metropolitana,25.0,UF,92.6,2024-08-20 00:00:00.000000,2024-09-08 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-09-004365,toctoc,San Miguel,Metropolitana,405000.0,CLP,28.4,2024-07-26 00:00:00.000000,2024-09-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-09-004728,toctoc,Renca,Metropolitana,520000.0,CLP,59.4,2024-09-10 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2024-09-003370,toctoc,Ñuñoa,Metropolitana,705000.0,CLP,37.4,2024-09-18 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,ARRIENDO,owner_direct
TT-2024-09-001419,toctoc,Quinta Normal,Metropolitana,14.86,UF,43.5,2024-09-05 00:00:00.000000,2024-09-08 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-09-004455,toctoc,Peñalolén,Metropolitana,18.51,UF,52.6,2024-09-03 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2024-09-003249,toctoc,Peñalolén,Metropolitana,11.35,UF,36.2,2024-09-06 00:00:00.000000,2024-09-15 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2024-09-001655,toctoc,Las Condes,Metropolitana,25.54,UF,42.2,2024-08-09 00:00:00.000000,2024-09-08 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-09-004755,toctoc, Maipú,Metropolitana,440000.0,CLP,32.5,2024-09-24 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2024-09-005248,toctoc,La Reina,Metropolitana,17.84,UF,34.6,2024-09-04 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-09-004335,toctoc,Lo Barnechea,Metropolitana,90.27,UF,66.0,2024-09-03 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-09-004177,toctoc,Peñalolén,Metropolitana,18.78,UF,68.2,2024-08-24 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-09-003163,toctoc,Estación Central,Metropolitana,15.41,UF,52.2,2024-09-04 00:00:00.000000,2024-09-15 00:00:00.000000,departamento,Arriendo,agency
TT-2024-09-002665,toctoc,Macul,Metropolitana,20.14,UF,56.7,2024-08-31 00:00:00.000000,2024-09-15 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2024-09-002193,toctoc,Quinta Normal,Metropolitana,14.46,UF,54.1,2024-08-11 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-09-004017,toctoc,Maipú,Metropolitana,630000.0,CLP,69.7,2024-08-27 00:00:00.000000,2024-09-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-09-001269,toctoc,Ñuñoa,Metropolitana,21.35,UF,49.6,2024-07-26 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-09-002394,toctoc,Conchalí,Metropolitana,470000.0,CLP,46.6,2024-06-23 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
TT-2024-09-002336,toctoc,Las Condes,Metropolitana,980000.0,CLP,43.3,2024-08-15 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-09-005016,toctoc,Peñalolén,Metropolitana,495000.0,CLP,31.4,2024-09-17 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-09-003984,toctoc,Cerrillos,Metropolitana,15.81,UF,63.6,2024-09-06 00:00:00.000000,2024-09-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-09-004712,toctoc,Santiago,Metropolitana,540000.0,CLP,46.1,2024-08-08 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-09-004133,toctoc,Quinta Normal,Metropolitana,162.97,UF,48.7,2024-04-26 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,Arriendo,owner_direct
TT-2024-09-004485,toctoc,San Joaquín,Metropolitana,16.35,UF,42.2,2024-08-28 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-09-002212,toctoc,Quilicura,Metropolitana,925000.0,CLP,118.4,2024-07-20 00:00:00.000000,2024-09-08 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-09-004217,toctoc,Lo Barnechea,Metropolitana,925000.0,CLP,55.4,2024-09-09 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,arriendo,
TT-2024-09-005375,toctoc,Lo Barnechea,Metropolitana,1545000.0,CLP,119.9,2024-09-23 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2024-09-005081,toctoc,Providencia,Metropolitana,29.05,UF,45.6,2024-06-21 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,arriendo,owner_direct
TT-2024-09-003560,toctoc,Quinta Normal,Metropolitana,12.84,UF,52.2,2024-08-11 00:00:00.000000,2024-09-22 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2024-09-002085,toctoc,Estación Central,Metropolitana,2040000.0,CLP,57.4,2024-08-30 00:00:00.000000,2024-09-08 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-09-000459,toctoc,Macul,Metropolitana,415000.0,CLP,28.0,2024-08-08 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-09-005402,toctoc,San Miguel,Metropolitana,14.59,UF,41.8,2024-08-31 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-09-002781,toctoc,Estación Central,Metropolitana,530000.0,CLP,50.8,2024-09-09 00:00:00.000000,2024-09-15 00:00:00.000000,DEPARTAMENTO,arriendo,
TT-2024-09-002545,toctoc,Santiago,Metropolitana,695000.0,CLP,45.0,2024-08-27 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-09-002884,toctoc,La Cisterna,Metropolitana,10.27,UF,40.2,2024-08-19 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,arriendo,owner_direct
TT-2024-09-003580,toctoc,La Cisterna,Metropolitana,470000.0,CLP,42.1,2024-09-08 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,Arriendo,owner_direct
TT-2024-09-002712,toctoc,Recoleta,Metropolitana,16.76,UF,60.7,2024-07-23 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-09-004957,toctoc,Independencia,Metropolitana,12.7,UF,47.1,2024-04-22 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2024-09-000747,toctoc,Estación Central,Metropolitana,17.97,UF,61.5,2024-08-17 00:00:00.000000,2024-09-01 00:00:00.000000,Departamento,arriendo,agency
TT-2024-09-002522,toctoc,Maipú,Metropolitana,730000.0,CLP,63.6,2024-07-03 00:00:00.000000,2024-09-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2024-09-004212,toctoc,Puente Alto,Metropolitana,17.97,UF,71.6,2024-09-09 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-09-001741,toctoc,Peñalolén,Metropolitana,14.46,UF,39.6,2024-08-23 00:00:00.000000,2024-09-08 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-09-002594,toctoc,Independencia,Metropolitana,12.97,UF,46.7,2024-08-26 00:00:00.000000,2024-09-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2024-09-000963,toctoc,Vitacura,Metropolitana,1155000.0,CLP,38.3,2024-08-22 00:00:00.000000,2024-09-01 00:00:00.000000,Departamento,arriendo,agency
TT-2024-09-000070,toctoc,Estación Central,Metropolitana,1205000.0,CLP,52.2,2024-08-21 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2024-09-002763,toctoc,La Florida,Metropolitana,20.81,UF,73.5,2024-09-05 00:00:00.000000,2024-09-15 00:00:00.000000,departamento,Arriendo,owner_direct
TT-2024-09-001077,toctoc,Santiago,Metropolitana,19.86,UF,52.6,2024-07-12 00:00:00.000000,2024-09-08 00:00:00.000000,departamento,Arriendo,agency
TT-2024-09-000188,toctoc,Independencia,Metropolitana,520000.0,CLP,58.6,2024-08-21 00:00:00.000000,2024-09-01 00:00:00.000000,departamento,ARRIENDO,agency
TT-2024-09-001726,toctoc,La Florida,Metropolitana,12.43,UF,41.6,2024-08-06 00:00:00.000000,2024-09-08 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2024-09-002877,toctoc,estación central,Metropolitana,370000.0,CLP,28.9,2024-06-18 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,Arriendo,agency
TT-2024-09-000040,toctoc,San Miguel,Metropolitana,16.08,UF,37.4,2024-08-11 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2024-09-002293,toctoc,Providencia,Metropolitana,26.62,UF,45.2,2024-09-07 00:00:00.000000,2024-09-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
TT-2024-09-003915,toctoc,Providencia,Metropolitana,995000.0,CLP,38.6,2024-09-07 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,arriendo,agency
TT-2024-09-003528,toctoc,Santiago,Metropolitana,485000.0,CLP,37.3,2024-08-16 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,arriendo,agency
