id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2023-05-003921,portalinmobiliario,Las Condes,Metropolitana,860000,24.57,43.3,2023-05-23 00:00:00.000000,2023-05-29 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-05-004734,portalinmobiliario,Vitacura,Metropolitana,1665000,47.57,94.2,2023-04-14 00:00:00.000000,2023-05-29 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-05-004097,portalinmobiliario,Puente Alto,Metropolitana,405000,11.57,36.8,2023-01-01 00:00:00.000000,2023-05-29 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-05-002916,portalinmobiliario,Maipú,Metropolitana,485000,13.86,39.6,2023-03-28 00:00:00.000000,2023-05-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-05-001594,portalinmobiliario,Macul,Metropolitana,620000,17.71,56.5,2022-12-10 00:00:00.000000,2023-05-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-05-002087,portalinmobiliario,La Florida,Metropolitana,530000,15.14,34.0,2023-04-03 00:00:00.000000,2023-05-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-05-001436,portalinmobiliario,Santiago,Metropolitana,560000,16.0,41.2,2023-05-04 00:00:00.000000,2023-05-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-05-002632,portalinmobiliario,Las Condes,Metropolitana,875000,25.0,45.1,2023-04-28 00:00:00.000000,2023-05-15 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-05-002168,portalinmobiliario,Puente Alto,Metropolitana,555000,15.86,56.1,2023-04-10 00:00:00.000000,2023-05-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-05-004031,portalinmobiliario,Santiago,Metropolitana,705000,,61.9,2023-04-15 00:00:00.000000,2023-05-29 00:00:00.000000,departamento,arriendo,agency
PI-2023-05-004365,portalinmobiliario,San Miguel,Metropolitana,575000,16.43,57.4,2023-05-01 00:00:00.000000,2023-05-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-05-002977,portalinmobiliario,Recoleta,Metropolitana,890000,25.43,80.6,2023-04-29 00:00:00.000000,2023-05-22 00:00:00.000000,departamento,arriendo,agency
PI-2023-05-001155,portalinmobiliario,Santiago,Metropolitana,490000,14.0,44.7,2023-05-02 00:00:00.000000,2023-05-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-05-001338,portalinmobiliario,Lo Barnechea,Metropolitana,860000,24.57,56.3,2023-04-26 00:00:00.000000,2023-05-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-05-002922,portalinmobiliario,Peñalolén,Metropolitana,525000,15.0,59.5,2023-04-02 00:00:00.000000,2023-05-22 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-05-001524,portalinmobiliario,San Joaquín,Metropolitana,585000,16.71,62.5,2023-03-30 00:00:00.000000,2023-05-08 00:00:00.000000,departamento,arriendo,agency
PI-2023-05-004337,portalinmobiliario,Providencia,Metropolitana,1005000,28.71,49.2,2023-05-25 00:00:00.000000,2023-05-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-05-004588,portalinmobiliario,La Florida,Metropolitana,530000,15.14,42.2,2023-05-07 00:00:00.000000,2023-05-29 00:00:00.000000,departamento,arriendo,agency
PI-2023-05-003806,portalinmobiliario,Recoleta,Metropolitana,495000,14.14,39.9,2023-05-06 00:00:00.000000,2023-05-29 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-05-003313,portalinmobiliario,Santiago,Metropolitana,890000,25.43,98.0,2023-05-12 00:00:00.000000,2023-05-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-05-001567,portalinmobiliario,Ñuñoa,Metropolitana,590000,16.86,46.2,2023-04-19 00:00:00.000000,2023-05-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-05-004220,portalinmobiliario,Providencia,Metropolitana,855000,24.43,54.6,2023-05-08 00:00:00.000000,2023-05-29 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-05-004714,portalinmobiliario,Santiago,Metropolitana,695000,19.86,73.0,2023-05-26 00:00:00.000000,2023-05-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-05-002913,portalinmobiliario,Las Condes,Metropolitana,1050000,30.0,53.5,2023-05-16 00:00:00.000000,2023-05-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-05-002598,portalinmobiliario,Huechuraba,Metropolitana,775000,22.14,62.8,2023-05-11 00:00:00.000000,2023-05-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-05-000808,portalinmobiliario,Macul,Metropolitana,570000,16.29,48.1,2023-04-16 00:00:00.000000,2023-05-01 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-05-001995,portalinmobiliario,La Florida,Metropolitana,635000,18.14,58.9,2023-05-01 00:00:00.000000,2023-05-15 00:00:00.000000,Departamento,arriendo,agency
PI-2023-05-001072,portalinmobiliario,Macul ,Metropolitana,665000,19.0,62.9,2023-04-14 00:00:00.000000,2023-05-08 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-05-004250,portalinmobiliario,Macul,Metropolitana,485000,13.86,34.4,2023-05-27 00:00:00.000000,2023-05-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-05-001328,portalinmobiliario,Santiago,Metropolitana,580000,16.57,58.6,2023-04-28 00:00:00.000000,2023-05-08 00:00:00.000000,departamento,Arriendo,agency
PI-2023-05-001062,portalinmobiliario,Providencia,Metropolitana,1085000,31.0,52.0,2023-04-27 00:00:00.000000,2023-05-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-05-002695,portalinmobiliario,La Cisterna,Metropolitana,490000,14.0,46.7,2023-04-20 00:00:00.000000,2023-05-15 00:00:00.000000,Departamento,ARRIENDO,agency
