id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2023-03-000287,portalinmobiliario,Ñuñoa,Metropolitana,680000,19.43,41.0,2023-02-08 00:00:00.000000,2023-03-01 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-03-004674,portalinmobiliario,La Florida,Metropolitana,675000,19.29,65.3,2023-03-16 00:00:00.000000,2023-03-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-03-001153,portalinmobiliario,Ñuñoa,Metropolitana,575000,16.43,43.4,2023-01-27 00:00:00.000000,2023-03-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-03-001825,portalinmobiliario,La Florida,Metropolitana,805000,23.0,102.2,2023-02-12 00:00:00.000000,2023-03-08 00:00:00.000000,departamento,arriendo,agency
PI-2023-03-000930,portalinmobiliario,Peñalolén,Metropolitana,490000,14.0,49.4,2023-01-31 00:00:00.000000,2023-03-01 00:00:00.000000,Departamento,arriendo,agency
PI-2023-03-002057,portalinmobiliario,Ñuñoa,Metropolitana,510000,14.57,28.2,2023-02-28 00:00:00.000000,2023-03-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-03-004125,portalinmobiliario,La Florida,Metropolitana,740000,21.14,78.4,2023-02-11 00:00:00.000000,2023-03-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-03-001757,portalinmobiliario,Maipú,Metropolitana,935000,26.71,135.6,2023-02-07 00:00:00.000000,2023-03-08 00:00:00.000000,departamento,arriendo,agency
PI-2023-03-002784,portalinmobiliario,La Cisterna,Metropolitana,670000,19.14,73.1,2023-02-26 00:00:00.000000,2023-03-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-03-002310,portalinmobiliario,Peñalolén,Metropolitana,515000,14.71,36.2,2023-02-17 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,arriendo,agency
PI-2023-03-004025,portalinmobiliario,Santiago,Metropolitana,595000,17.0,50.7,2023-02-18 00:00:00.000000,2023-03-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-03-003286,portalinmobiliario,Maipú,Metropolitana,495000,14.14,45.4,2023-02-17 00:00:00.000000,2023-03-22 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-03-002497,portalinmobiliario,Estación Central,Metropolitana,550000,15.71,51.9,2023-02-05 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-03-002192,portalinmobiliario,Providencia,Metropolitana,905000,25.86,52.1,2023-03-07 00:00:00.000000,2023-03-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-03-000790,portalinmobiliario,Quilicura,Metropolitana,430000,12.29,33.9,2022-12-24 00:00:00.000000,2023-03-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-03-002015,portalinmobiliario,Macul,Metropolitana,750000,21.43,86.0,2023-02-22 00:00:00.000000,2023-03-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-03-003052,portalinmobiliario,Estación Central,Metropolitana,350000,10.0,24.7,2023-03-11 00:00:00.000000,2023-03-22 00:00:00.000000,departamento,Arriendo,agency
PI-2023-03-003399,portalinmobiliario,Lo Barnechea,Metropolitana,940000,26.86,61.6,2023-03-07 00:00:00.000000,2023-03-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-03-003670,portalinmobiliario,Santiago,Metropolitana,570000,16.29,46.2,2023-02-10 00:00:00.000000,2023-03-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-03-000120,portalinmobiliario,Macul,Metropolitana,595000,17.0,48.2,2023-02-16 00:00:00.000000,2023-03-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-03-002640,portalinmobiliario,Estación Central,Metropolitana,430000,12.29,35.5,2023-02-16 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-03-003149,portalinmobiliario,Estación Central,Metropolitana,785000,22.43,94.0,2023-03-01 00:00:00.000000,2023-03-22 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-03-001212,portalinmobiliario,Ñuñoa,Metropolitana,525000,15.0,32.5,2023-02-24 00:00:00.000000,2023-03-08 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-03-002179,portalinmobiliario,San Miguel,Metropolitana,640000,18.29,57.6,2023-01-31 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-03-003268,portalinmobiliario,Providencia,Metropolitana,1000000,28.57,58.4,2023-01-20 00:00:00.000000,2023-03-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-03-002554,portalinmobiliario,Independencia ,Metropolitana,490000,14.0,32.5,2023-03-04 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,arriendo,agency
PI-2023-03-002849,portalinmobiliario,Conchalí,Metropolitana,580000,16.57,67.4,2023-02-28 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,Arriendo,agency
PI-2023-03-001728,portalinmobiliario,Independencia,Metropolitana,595000,17.0,65.6,2023-02-19 00:00:00.000000,2023-03-08 00:00:00.000000,departamento,Arriendo,agency
PI-2023-03-004333,portalinmobiliario,Ñuñoa,Metropolitana,6560000,187.43,45.9,2023-03-07 00:00:00.000000,2023-03-29 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-03-002654,portalinmobiliario,Ñuñoa,Metropolitana,585000,16.71,39.6,2023-03-04 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,arriendo,agency
PI-2023-03-003556,portalinmobiliario,Estación Central,Metropolitana,400000,11.43,42.3,2023-03-05 00:00:00.000000,2023-03-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-03-001445,portalinmobiliario,La Cisterna,Metropolitana,555000,15.86,54.6,2023-02-16 00:00:00.000000,2023-03-08 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-03-002469,portalinmobiliario,Ñuñoa,Metropolitana,685000,19.57,43.8,2022-11-27 00:00:00.000000,2023-03-15 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-03-002630,portalinmobiliario,Macul,Metropolitana,645000,18.43,53.4,2023-01-29 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-03-000619,portalinmobiliario,La Florida,Metropolitana,400000,11.43,24.4,2022-10-29 00:00:00.000000,2023-03-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-03-005111,portalinmobiliario,Santiago,Metropolitana,525000,15.0,38.9,2023-03-12 00:00:00.000000,2023-03-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-03-000279,portalinmobiliario,Cerrillos,Metropolitana,510000,14.57,50.5,2023-02-23 00:00:00.000000,2023-03-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-03-002969,portalinmobiliario,Macul,Metropolitana,625000,17.86,51.8,2023-03-08 00:00:00.000000,2023-03-22 00:00:00.000000,Departamento,arriendo,agency
PI-2023-03-000464,portalinmobiliario,Puente Alto,Metropolitana,440000,12.57,48.4,2023-02-07 00:00:00.000000,2023-03-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-03-004626,portalinmobiliario,Las Condes,Metropolitana,865000,24.71,44.4,2023-03-11 00:00:00.000000,2023-03-29 00:00:00.000000,departamento,arriendo,agency
PI-2023-03-003835,portalinmobiliario,Providencia,Metropolitana,1015000,29.0,48.8,2023-02-15 00:00:00.000000,2023-03-22 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-03-002535,portalinmobiliario,Las Condes,Metropolitana,750000,21.43,34.3,2023-01-31 00:00:00.000000,2023-03-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-03-001552,portalinmobiliario,Recoleta,Metropolitana,360000,10.29,20.0,2022-07-17 00:00:00.000000,2023-03-08 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-03-003510,portalinmobiliario,Vitacura,Metropolitana,1050000,30.0,64.4,2023-02-24 00:00:00.000000,2023-03-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-03-000547,portalinmobiliario,Macul,Metropolitana,920000,26.29,84.9,2023-02-20 00:00:00.000000,2023-03-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-03-002572,portalinmobiliario,La Reina,Metropolitana,850000,24.29,64.0,2023-02-10 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-03-002392,portalinmobiliario,Santiago,Metropolitana,1075000,30.71,113.1,2023-01-26 00:00:00.000000,2023-03-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-03-002124,portalinmobiliario,Santiago,Metropolitana,530000,15.14,52.4,2023-02-22 00:00:00.000000,2023-03-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-03-000610,portalinmobiliario,Independencia,Metropolitana,620000,17.71,75.7,2023-02-26 00:00:00.000000,2023-03-01 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-03-000633,portalinmobiliario,Recoleta,Metropolitana,490000,14.0,46.8,2023-02-12 00:00:00.000000,2023-03-01 00:00:00.000000,Departamento,arriendo,agency
