id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2023-06-002672,portalinmobiliario,La Cisterna,Metropolitana,360000,10.29,36.2,2023-05-13 00:00:00.000000,2023-06-15 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-06-003513,portalinmobiliario,Las Condes,Metropolitana,9265000,264.71,42.9,2023-05-13 00:00:00.000000,2023-06-22 00:00:00.000000,departamento,arriendo,agency
PI-2023-06-005135,portalinmobiliario,San Miguel,Metropolitana,460000,13.14,34.5,2023-05-10 00:00:00.000000,2023-06-29 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-06-002079,portalinmobiliario,Independencia,Metropolitana,420000,12.0,28.4,2023-05-28 00:00:00.000000,2023-06-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-06-002541,portalinmobiliario,Las Condes,Metropolitana,955000,27.29,47.6,2022-12-17 00:00:00.000000,2023-06-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-06-000604,portalinmobiliario,Vitacura,Metropolitana,890000,25.43,26.3,2023-04-23 00:00:00.000000,2023-06-01 00:00:00.000000,Departamento,arriendo,agency
PI-2023-06-002258,portalinmobiliario,Las Condes,Metropolitana,2000000,57.14,113.3,2023-04-16 00:00:00.000000,2023-06-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-06-000381,portalinmobiliario,Las Condes,Metropolitana,735000,21.0,27.5,2023-04-01 00:00:00.000000,2023-06-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-06-001003,portalinmobiliario,Recoleta,Metropolitana,535000,15.29,45.1,2023-04-29 00:00:00.000000,2023-06-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-06-001254,portalinmobiliario,Las Condes,Metropolitana,845000,24.14,25.7,2023-05-07 00:00:00.000000,2023-06-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-06-002767,portalinmobiliario,Recoleta,Metropolitana,445000,12.71,47.7,2023-06-07 00:00:00.000000,2023-06-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-06-001660,portalinmobiliario,Vitacura,Metropolitana,1290000,36.86,70.2,2023-05-31 00:00:00.000000,2023-06-08 00:00:00.000000,departamento,arriendo,agency
PI-2023-06-001947,portalinmobiliario,Providencia,Metropolitana,1080000,30.86,62.7,2023-06-06 00:00:00.000000,2023-06-15 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-06-000014,portalinmobiliario,Providencia,Metropolitana,935000,26.71,33.3,2022-12-30 00:00:00.000000,2023-06-01 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-06-003504,portalinmobiliario,La Florida,Metropolitana,740000,21.14,86.4,2023-05-12 00:00:00.000000,2023-06-22 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-06-002519,portalinmobiliario,San Miguel,Metropolitana,640000,18.29,50.4,2023-04-13 00:00:00.000000,2023-06-15 00:00:00.000000,Departamento,Arriendo,agency
