id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2023-01-002528,portalinmobiliario,Estación Central ,Metropolitana,375000,10.71,38.7,2022-12-24 00:00:00.000000,2023-01-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-01-000758,portalinmobiliario,San Joaquín,Metropolitana,465000,13.29,45.8,2022-12-22 00:00:00.000000,2023-01-01 00:00:00.000000,Departamento,arriendo,agency
PI-2023-01-005094,portalinmobiliario,Ñuñoa,Metropolitana,485000,13.86,35.5,2022-11-29 00:00:00.000000,2023-01-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-01-000919,portalinmobiliario,Quilicura,Metropolitana,455000,13.0,50.8,2022-11-23 00:00:00.000000,2023-01-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-01-004616,portalinmobiliario,Conchalí,Metropolitana,375000,10.71,28.8,2022-08-25 00:00:00.000000,2023-01-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-01-002092,portalinmobiliario,Ñuñoa,Metropolitana,990000,28.29,81.4,2023-01-02 00:00:00.000000,2023-01-15 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-01-001553,portalinmobiliario,Recoleta,Metropolitana,485000,13.86,72.4,2022-08-24 00:00:00.000000,2023-01-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-01-002929,portalinmobiliario,Independencia,Metropolitana,655000,18.71,66.5,2022-12-31 00:00:00.000000,2023-01-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-01-003564,portalinmobiliario,La Florida,Metropolitana,495000,14.14,54.6,2022-10-10 00:00:00.000000,2023-01-22 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-01-001482,portalinmobiliario,Providencia,Metropolitana,1025000,29.29,69.6,2022-12-14 00:00:00.000000,2023-01-08 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-01-001433,portalinmobiliario,Recoleta,Metropolitana,595000,17.0,53.9,2022-12-26 00:00:00.000000,2023-01-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-01-002630,portalinmobiliario,Ñuñoa,Metropolitana,1170000,33.43,76.2,2022-10-15 00:00:00.000000,2023-01-15 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-01-003076,portalinmobiliario,Santiago,Metropolitana,810000,23.14,91.5,2022-12-28 00:00:00.000000,2023-01-22 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-01-004166,portalinmobiliario,Maipú,Metropolitana,480000,13.71,46.7,2022-12-25 00:00:00.000000,2023-01-29 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-01-005152,portalinmobiliario,Maipú,Metropolitana,425000,12.14,49.6,2023-01-07 00:00:00.000000,2023-01-29 00:00:00.000000,departamento,arriendo,agency
PI-2023-01-001171,portalinmobiliario,Quinta Normal,Metropolitana,420000,12.0,35.9,2022-12-28 00:00:00.000000,2023-01-08 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-01-003936,portalinmobiliario,Santiago,Metropolitana,660000,18.86,45.5,2022-12-28 00:00:00.000000,2023-01-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-01-005085,portalinmobiliario,La Florida,Metropolitana,740000,21.14,76.3,2022-12-15 00:00:00.000000,2023-01-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-01-003817,portalinmobiliario,Santiago,Metropolitana,635000,18.14,45.9,2022-10-17 00:00:00.000000,2023-01-22 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-01-002614,portalinmobiliario,Ñuñoa,Metropolitana,625000,17.86,39.0,2022-12-05 00:00:00.000000,2023-01-15 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-01-000792,portalinmobiliario,Maipú,Metropolitana,485000,13.86,50.1,2022-08-13 00:00:00.000000,2023-01-01 00:00:00.000000,departamento,Arriendo,agency
PI-2023-01-002933,portalinmobiliario,Macul,Metropolitana,545000,15.57,38.4,2023-01-01 00:00:00.000000,2023-01-15 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-01-002837,portalinmobiliario,Quilicura,Metropolitana,570000,16.29,71.5,2023-01-04 00:00:00.000000,2023-01-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-01-001937,portalinmobiliario,Pudahuel,Metropolitana,385000,11.0,46.8,2022-12-19 00:00:00.000000,2023-01-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-01-002079,portalinmobiliario,Las Condes,Metropolitana,855000,24.43,41.9,2022-12-18 00:00:00.000000,2023-01-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-01-004609,portalinmobiliario,Recoleta,Metropolitana,535000,15.29,46.4,2023-01-07 00:00:00.000000,2023-01-29 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-01-002009,portalinmobiliario,Puente Alto,Metropolitana,740000,21.14,89.3,2022-11-25 00:00:00.000000,2023-01-08 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-01-000803,portalinmobiliario,San Miguel,Metropolitana,5815000,166.14,53.9,2022-12-16 00:00:00.000000,2023-01-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-01-000838,portalinmobiliario,San Joaquín,Metropolitana,485000,13.86,54.0,2022-12-06 00:00:00.000000,2023-01-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-01-004930,portalinmobiliario,Las Condes,Metropolitana,1035000,29.57,44.8,2023-01-22 00:00:00.000000,2023-01-29 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-01-001649,portalinmobiliario,Las Condes,Metropolitana,1330000,38.0,85.6,2022-12-19 00:00:00.000000,2023-01-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-01-002811,portalinmobiliario,Independencia,Metropolitana,530000,15.14,66.2,2023-01-02 00:00:00.000000,2023-01-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-01-004181,portalinmobiliario,La Reina,Metropolitana,590000,16.86,38.1,2023-01-09 00:00:00.000000,2023-01-29 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-01-000034,portalinmobiliario,Quilicura,Metropolitana,430000,12.29,42.8,2022-12-11 00:00:00.000000,2023-01-01 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-01-001977,portalinmobiliario,Vitacura,Metropolitana,1415000,40.43,78.0,2023-01-05 00:00:00.000000,2023-01-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-01-001965,portalinmobiliario,Las Condes,Metropolitana,695000,19.86,24.6,2023-01-01 00:00:00.000000,2023-01-08 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-01-004475,portalinmobiliario,Estación Central,Metropolitana,545000,15.57,55.2,2023-01-19 00:00:00.000000,2023-01-29 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-01-003389,portalinmobiliario,Las Condes,Metropolitana,755000,21.57,39.6,2022-12-24 00:00:00.000000,2023-01-22 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-01-000109,portalinmobiliario,Conchalí,Metropolitana,525000,15.0,60.7,2022-12-25 00:00:00.000000,2023-01-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-01-001035,portalinmobiliario,Quinta Normal,Metropolitana,555000,15.86,58.3,2022-12-24 00:00:00.000000,2023-01-01 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-01-002715,portalinmobiliario,Providencia,Metropolitana,750000,21.43,35.2,2022-08-22 00:00:00.000000,2023-01-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-01-001588,portalinmobiliario,Santiago,Metropolitana,5745000,164.14,43.6,2022-12-24 00:00:00.000000,2023-01-08 00:00:00.000000,departamento,Arriendo,owner_direct
