id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2023-12-002134,portalinmobiliario,Recoleta,Metropolitana,690000,19.71,69.0,2023-10-24 00:00:00.000000,2023-12-08 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-12-003675,portalinmobiliario,Peñalolén,Metropolitana,670000,19.14,48.8,2023-12-19 00:00:00.000000,2023-12-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-12-001149,portalinmobiliario,Quilicura,Metropolitana,465000,13.29,50.8,2023-09-28 00:00:00.000000,2023-12-01 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-12-004159,portalinmobiliario,Cerrillos,Metropolitana,405000,11.57,25.0,2023-12-10 00:00:00.000000,2023-12-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-12-001851,portalinmobiliario,Santiago,Metropolitana,590000,16.86,38.2,2023-11-01 00:00:00.000000,2023-12-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-12-000773,portalinmobiliario,Vitacura,Metropolitana,820000,23.43,22.9,2023-10-31 00:00:00.000000,2023-12-01 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-12-001584,portalinmobiliario,Vitacura,Metropolitana,1375000,39.29,64.0,2023-11-24 00:00:00.000000,2023-12-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-12-004132,portalinmobiliario,Quinta Normal,Metropolitana,430000,12.29,29.2,2023-11-27 00:00:00.000000,2023-12-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-12-000810,portalinmobiliario,Macul,Metropolitana,680000,19.43,59.5,2023-11-24 00:00:00.000000,2023-12-01 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-12-001779,portalinmobiliario,Pudahuel,Metropolitana,570000,16.29,82.2,2023-12-02 00:00:00.000000,2023-12-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-12-002381,portalinmobiliario,Vitacura,Metropolitana,1025000,29.29,34.7,2023-11-23 00:00:00.000000,2023-12-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-12-002603,portalinmobiliario,Providencia,Metropolitana,850000,24.29,34.9,2023-12-08 00:00:00.000000,2023-12-15 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-12-001600,portalinmobiliario,Santiago,Metropolitana,590000,16.86,58.9,2023-11-21 00:00:00.000000,2023-12-08 00:00:00.000000,Departamento,arriendo,agency
PI-2023-12-004555,portalinmobiliario,Vitacura,Metropolitana,1140000,32.57,38.3,2023-12-20 00:00:00.000000,2023-12-29 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-12-003880,portalinmobiliario,La Florida ,Metropolitana,730000,20.86,77.5,2023-11-18 00:00:00.000000,2023-12-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-12-002698,portalinmobiliario,Pudahuel,Metropolitana,340000,9.71,25.9,2023-11-22 00:00:00.000000,2023-12-15 00:00:00.000000,Departamento,ARRIENDO,agency
