id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2023-07-001341,portalinmobiliario,Ñuñoa,Metropolitana,965000,27.57,62.3,2023-06-20 00:00:00.000000,2023-07-08 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-07-004241,portalinmobiliario,Santiago,Metropolitana,685000,19.57,47.5,2023-07-21 00:00:00.000000,2023-07-29 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-07-004131,portalinmobiliario,Las Condes,Metropolitana,655000,18.71,30.4,2023-06-04 00:00:00.000000,2023-07-29 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-07-003876,portalinmobiliario,Recoleta,Metropolitana,610000,17.43,70.7,2023-07-07 00:00:00.000000,2023-07-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-07-003481,portalinmobiliario,Maipú,Metropolitana,490000,14.0,46.3,2023-05-18 00:00:00.000000,2023-07-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-07-001260,portalinmobiliario,Ñuñoa,Metropolitana,550000,15.71,29.9,2023-06-30 00:00:00.000000,2023-07-08 00:00:00.000000,departamento,arriendo,agency
PI-2023-07-004849,portalinmobiliario,Quinta Normal,Metropolitana,465000,13.29,41.2,2023-04-04 00:00:00.000000,2023-07-29 00:00:00.000000,departamento,arriendo,agency
PI-2023-07-001615,portalinmobiliario,Maipú,Metropolitana,1425000,40.71,24.9,2023-06-17 00:00:00.000000,2023-07-08 00:00:00.000000,Departamento,arriendo,agency
PI-2023-07-001913,portalinmobiliario,La Florida,Metropolitana,530000,15.14,45.2,2022-12-30 00:00:00.000000,2023-07-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-07-000685,portalinmobiliario,Recoleta,Metropolitana,405000,11.57,28.4,2023-06-29 00:00:00.000000,2023-07-01 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-07-004405,portalinmobiliario,Cerrillos,Metropolitana,675000,19.29,85.2,2023-07-13 00:00:00.000000,2023-07-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-07-002788,portalinmobiliario,Quinta Normal,Metropolitana,920000,26.29,128.1,2023-07-08 00:00:00.000000,2023-07-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-07-002121,portalinmobiliario,Puente Alto,Metropolitana,400000,11.43,29.1,2023-06-16 00:00:00.000000,2023-07-08 00:00:00.000000,Departamento,arriendo,agency
PI-2023-07-003561,portalinmobiliario,,Metropolitana,480000,13.71,40.0,2023-06-16 00:00:00.000000,2023-07-22 00:00:00.000000,Departamento,arriendo,agency
PI-2023-07-002152,portalinmobiliario,Quinta Normal,Metropolitana,510000,14.57,65.7,2023-06-19 00:00:00.000000,2023-07-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-07-004260,portalinmobiliario,Las Condes,Metropolitana,1430000,40.86,83.1,2023-06-29 00:00:00.000000,2023-07-29 00:00:00.000000,departamento,arriendo,agency
PI-2023-07-003099,portalinmobiliario,Peñalolén,Metropolitana,405000,11.57,39.4,2023-06-29 00:00:00.000000,2023-07-15 00:00:00.000000,Departamento,arriendo,agency
PI-2023-07-002176,portalinmobiliario, Renca,Metropolitana,430000,12.29,42.3,2023-07-02 00:00:00.000000,2023-07-08 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-07-001525,portalinmobiliario,Las Condes,Metropolitana,865000,24.71,39.1,2023-06-21 00:00:00.000000,2023-07-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-07-004164,portalinmobiliario,Providencia,Metropolitana,970000,27.71,44.3,2023-07-05 00:00:00.000000,2023-07-29 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-07-001652,portalinmobiliario,Estación Central,Metropolitana,445000,12.71,41.7,2023-06-01 00:00:00.000000,2023-07-08 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-07-000461,portalinmobiliario,Las Condes,Metropolitana,1125000,32.14,60.5,2023-05-24 00:00:00.000000,2023-07-01 00:00:00.000000,departamento,Arriendo,agency
PI-2023-07-003224,portalinmobiliario,La Florida,Metropolitana,715000,20.43,89.9,2023-05-16 00:00:00.000000,2023-07-15 00:00:00.000000,departamento,arriendo,agency
PI-2023-07-004839,portalinmobiliario,Estación Central,Metropolitana,670000,19.14,57.4,2023-03-11 00:00:00.000000,2023-07-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-07-000168,portalinmobiliario,Pudahuel,Metropolitana,395000,11.29,25.7,2023-06-12 00:00:00.000000,2023-07-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-07-001581,portalinmobiliario,Ñuñoa,Metropolitana,5800000,165.71,650.0,2023-06-08 00:00:00.000000,2023-07-08 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-07-000706,portalinmobiliario,Renca,Metropolitana,405000,11.57,47.2,2023-06-03 00:00:00.000000,2023-07-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-07-002641,portalinmobiliario,Estación Central,Metropolitana,590000,16.86,61.1,2023-07-12 00:00:00.000000,2023-07-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-07-002982,portalinmobiliario,Maipú,Metropolitana,510000,14.57,56.4,2023-06-06 00:00:00.000000,2023-07-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-07-004760,portalinmobiliario,Ñuñoa,Metropolitana,730000,20.86,47.4,2023-07-02 00:00:00.000000,2023-07-29 00:00:00.000000,departamento,arriendo,agency
PI-2023-07-000753,portalinmobiliario,Pudahuel,Metropolitana,540000,15.43,67.4,2023-06-20 00:00:00.000000,2023-07-01 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-07-001138,portalinmobiliario,Ñuñoa,Metropolitana,945000,27.0,61.7,2023-06-19 00:00:00.000000,2023-07-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-07-003338,portalinmobiliario,Santiago,Metropolitana,665000,19.0,50.2,2023-06-28 00:00:00.000000,2023-07-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-07-000243,portalinmobiliario,Santiago,Metropolitana,615000,17.57,37.0,2023-05-20 00:00:00.000000,2023-07-01 00:00:00.000000,departamento,arriendo,agency
PI-2023-07-001004,portalinmobiliario,Renca,Metropolitana,380000,10.86,31.6,2023-06-10 00:00:00.000000,2023-07-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-07-001436,portalinmobiliario,Providencia,Metropolitana,730000,20.86,45.4,2023-07-03 00:00:00.000000,2023-07-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-07-000225,portalinmobiliario,San Joaquín,Metropolitana,875000,25.0,88.7,2023-05-30 00:00:00.000000,2023-07-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-07-003954,portalinmobiliario,Recoleta,Metropolitana,595000,17.0,51.3,2023-07-09 00:00:00.000000,2023-07-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-07-004347,portalinmobiliario,San Miguel,Metropolitana,530000,15.14,33.4,2023-02-07 00:00:00.000000,2023-07-29 00:00:00.000000,departamento,Arriendo,agency
PI-2023-07-003665,portalinmobiliario,,Metropolitana,685000,19.57,54.5,2023-07-01 00:00:00.000000,2023-07-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-07-002562,portalinmobiliario,Estación Central,Metropolitana,650000,18.57,75.9,2023-07-03 00:00:00.000000,2023-07-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-07-002285,portalinmobiliario,Independencia,Metropolitana,505000,14.43,42.9,2023-06-23 00:00:00.000000,2023-07-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-07-000751,portalinmobiliario,Independencia,Metropolitana,555000,15.86,51.0,2023-05-29 00:00:00.000000,2023-07-01 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-07-004714,portalinmobiliario,Estación Central,Metropolitana,465000,13.29,43.5,2023-07-11 00:00:00.000000,2023-07-29 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-07-000504,portalinmobiliario,San Miguel,Metropolitana,645000,18.43,55.6,2023-06-29 00:00:00.000000,2023-07-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-07-004489,portalinmobiliario,Santiago,Metropolitana,865000,24.71,109.2,2023-07-02 00:00:00.000000,2023-07-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-07-002901,portalinmobiliario,Quinta Normal,Metropolitana,360000,10.29,41.5,2023-06-23 00:00:00.000000,2023-07-15 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-07-002694,portalinmobiliario,Puente Alto,Metropolitana,405000,11.57,42.1,2023-06-26 00:00:00.000000,2023-07-15 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-07-002706,portalinmobiliario,Ñuñoa,Metropolitana,935000,26.71,81.6,2023-07-11 00:00:00.000000,2023-07-15 00:00:00.000000,Departamento,ARRIENDO,agency
