id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2023-04-003231,portalinmobiliario,Renca,Metropolitana,500000,14.29,71.5,2023-02-20 00:00:00.000000,2023-04-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-04-000264,portalinmobiliario,La Reina,Metropolitana,945000,27.0,75.6,2023-02-01 00:00:00.000000,2023-04-01 00:00:00.000000,departamento,arriendo,agency
PI-2023-04-004223,portalinmobiliario,Providencia,Metropolitana,995000,28.43,60.7,2023-03-29 00:00:00.000000,2023-04-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-04-002291,portalinmobiliario,Estación Central,Metropolitana,1285000,36.71,44.3,2023-03-17 00:00:00.000000,2023-04-15 00:00:00.000000,departamento,arriendo,agency
PI-2023-04-001703,portalinmobiliario,Conchalí,Metropolitana,740000,21.14,86.9,2023-04-06 00:00:00.000000,2023-04-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-04-003303,portalinmobiliario,La Florida,Metropolitana,485000,13.86,50.1,2023-02-21 00:00:00.000000,2023-04-22 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-04-001854,portalinmobiliario,Providencia,Metropolitana,960000,27.43,46.7,2023-03-27 00:00:00.000000,2023-04-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-04-001499,portalinmobiliario,La Cisterna,Metropolitana,340000,9.71,30.2,2023-03-12 00:00:00.000000,2023-04-08 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-04-000674,portalinmobiliario,Ñuñoa,Metropolitana,885000,25.29,81.4,2023-03-08 00:00:00.000000,2023-04-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-04-003465,portalinmobiliario,Estación Central,Metropolitana,625000,17.86,82.6,2023-04-06 00:00:00.000000,2023-04-22 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-04-004264,portalinmobiliario,La Florida,Metropolitana,895000,25.57,91.9,2023-01-20 00:00:00.000000,2023-04-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-04-002147,portalinmobiliario,Quilicura,Metropolitana,480000,13.71,42.3,2023-02-23 00:00:00.000000,2023-04-15 00:00:00.000000,departamento,Arriendo,agency
PI-2023-04-002337,portalinmobiliario,Lo Barnechea,Metropolitana,580000,16.57,37.7,2023-03-27 00:00:00.000000,2023-04-15 00:00:00.000000,departamento,Arriendo,agency
PI-2023-04-002481,portalinmobiliario,Huechuraba,Metropolitana,620000,17.71,44.2,2023-03-21 00:00:00.000000,2023-04-15 00:00:00.000000,departamento,Arriendo,agency
PI-2023-04-001694,portalinmobiliario,Independencia,Metropolitana,430000,12.29,38.8,2023-03-23 00:00:00.000000,2023-04-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-04-002952,portalinmobiliario,La Reina,Metropolitana,565000,16.14,25.2,2023-04-08 00:00:00.000000,2023-04-15 00:00:00.000000,departamento,arriendo,agency
PI-2023-04-003921,portalinmobiliario,Santiago,Metropolitana,575000,16.43,33.7,2023-03-20 00:00:00.000000,2023-04-22 00:00:00.000000,departamento,arriendo,agency
PI-2023-04-002981,portalinmobiliario,Santiago,Metropolitana,750000,21.43,73.4,2023-04-07 00:00:00.000000,2023-04-15 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-04-004362,portalinmobiliario,Santiago,Metropolitana,635000,18.14,65.7,2023-04-16 00:00:00.000000,2023-04-29 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-04-005077,portalinmobiliario,Maipú,Metropolitana,440000,12.57,47.9,2023-04-26 00:00:00.000000,2023-04-29 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-04-003753,portalinmobiliario,Santiago,Metropolitana,535000,15.29,39.6,2023-03-31 00:00:00.000000,2023-04-22 00:00:00.000000,Departamento,arriendo,agency
PI-2023-04-003254,portalinmobiliario,Providencia,Metropolitana,1060000,30.29,63.4,2023-03-26 00:00:00.000000,2023-04-22 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-04-000093,portalinmobiliario,La Cisterna,Metropolitana,560000,16.0,63.8,2023-02-13 00:00:00.000000,2023-04-01 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-04-004001,portalinmobiliario,Huechuraba,Metropolitana,600000,17.14,48.0,2023-04-10 00:00:00.000000,2023-04-22 00:00:00.000000,departamento,arriendo,agency
PI-2023-04-004308,portalinmobiliario,Providencia,Metropolitana,755000,21.57,45.4,2023-03-26 00:00:00.000000,2023-04-29 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-04-002427,portalinmobiliario,Huechuraba,Metropolitana,655000,18.71,56.6,2023-04-02 00:00:00.000000,2023-04-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-04-004610,portalinmobiliario,Santiago,Metropolitana,715000,20.43,61.1,2023-04-03 00:00:00.000000,2023-04-29 00:00:00.000000,departamento,Arriendo,agency
PI-2023-04-003010,portalinmobiliario,Estación Central,Metropolitana,930000,26.57,119.0,2023-03-21 00:00:00.000000,2023-04-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-04-002898,portalinmobiliario,Maipú,Metropolitana,670000,19.14,96.2,2023-04-03 00:00:00.000000,2023-04-15 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-04-000073,portalinmobiliario,La Florida,Metropolitana,400000,11.43,26.9,2023-03-26 00:00:00.000000,2023-04-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-04-001830,portalinmobiliario,Maipú,Metropolitana,350000,10.0,32.6,2023-04-05 00:00:00.000000,2023-04-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-04-001628,portalinmobiliario,Providencia,Metropolitana,1145000,32.71,96.8,2023-03-22 00:00:00.000000,2023-04-08 00:00:00.000000,departamento,ARRIENDO,agency
