id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2024-05-001179,portalinmobiliario,Providencia,Metropolitana,665000,17.97,35.5,2024-04-26 00:00:00.000000,2024-05-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-05-003511,portalinmobiliario,La Reina,Metropolitana,970000,26.22,66.1,2024-05-10 00:00:00.000000,2024-05-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-05-003332,portalinmobiliario,Peñalolén,Metropolitana,365000,9.86,40.0,2024-05-08 00:00:00.000000,2024-05-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-05-002403,portalinmobiliario,Huechuraba,Metropolitana,540000,14.59,41.3,2024-03-31 00:00:00.000000,2024-05-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-05-003552,portalinmobiliario,La Florida,Metropolitana,6705000,181.22,81.8,2024-04-29 00:00:00.000000,2024-05-22 00:00:00.000000,departamento,arriendo,agency
PI-2024-05-001490,portalinmobiliario,Maipú,Metropolitana,520000,14.05,70.0,2024-04-06 00:00:00.000000,2024-05-08 00:00:00.000000,Departamento,arriendo,agency
PI-2024-05-000423,portalinmobiliario,Santiago,Metropolitana,615000,16.62,43.2,2024-04-16 00:00:00.000000,2024-05-01 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-05-001623,portalinmobiliario,Vitacura,Metropolitana,1640000,44.32,75.5,2024-05-01 00:00:00.000000,2024-05-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-05-002223,portalinmobiliario,Quinta Normal,Metropolitana,515000,13.92,42.6,2024-05-03 00:00:00.000000,2024-05-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-05-004518,portalinmobiliario,Lo Barnechea,Metropolitana,665000,17.97,41.4,2023-11-26 00:00:00.000000,2024-05-29 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-05-001209,portalinmobiliario,Independencia,Metropolitana,380000,10.27,30.5,2024-04-28 00:00:00.000000,2024-05-08 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-05-002775,portalinmobiliario,Macul,Metropolitana,625000,16.89,64.1,2024-04-30 00:00:00.000000,2024-05-15 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-05-004437,portalinmobiliario,Independencia,Metropolitana,595000,16.08,54.0,2024-05-06 00:00:00.000000,2024-05-29 00:00:00.000000,departamento,arriendo,agency
PI-2024-05-000693,portalinmobiliario,Puente Alto,Metropolitana,445000,12.03,50.3,2024-04-06 00:00:00.000000,2024-05-01 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-05-000014,portalinmobiliario,Las Condes,Metropolitana,960000,25.95,39.7,2024-03-21 00:00:00.000000,2024-05-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-05-000689,portalinmobiliario,Independencia,Metropolitana,600000,16.22,45.6,2024-04-14 00:00:00.000000,2024-05-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-05-004869,portalinmobiliario,San Joaquín,Metropolitana,455000,12.3,32.9,2024-05-07 00:00:00.000000,2024-05-29 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-05-002526,portalinmobiliario,San Miguel,Metropolitana,465000,12.57,42.1,2024-02-26 00:00:00.000000,2024-05-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-05-003527,portalinmobiliario,MAIPÚ,Metropolitana,505000,13.65,47.8,2024-05-08 00:00:00.000000,2024-05-22 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-05-000402,portalinmobiliario,La Florida,Metropolitana,580000,15.68,50.0,2024-04-05 00:00:00.000000,2024-05-01 00:00:00.000000,departamento,Arriendo,agency
PI-2024-05-000906,portalinmobiliario,Maipú,Metropolitana,440000,11.89,47.2,2024-04-03 00:00:00.000000,2024-05-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-05-001584,portalinmobiliario,Vitacura,Metropolitana,1690000,45.68,108.9,2024-04-20 00:00:00.000000,2024-05-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-05-004794,portalinmobiliario,Estación Central,Metropolitana,715000,19.32,84.3,2024-03-06 00:00:00.000000,2024-05-29 00:00:00.000000,departamento,ARRIENDO,owner_direct
