id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2024-11-004174,portalinmobiliario,Ñuñoa,Metropolitana,725000,19.59,40.1,2024-07-18 00:00:00.000000,2024-11-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-11-003640,portalinmobiliario, Peñalolén,Metropolitana,5360000,144.86,43.6,2024-11-09 00:00:00.000000,2024-11-22 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-11-001026,portalinmobiliario,San Miguel,Metropolitana,485000,13.11,48.7,2024-10-15 00:00:00.000000,2024-11-01 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-11-002195,portalinmobiliario,Estación Central,Metropolitana,395000,10.68,51.4,2024-08-02 00:00:00.000000,2024-11-15 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-11-004562,portalinmobiliario,La Florida,Metropolitana,550000,14.86,43.3,2024-10-30 00:00:00.000000,2024-11-29 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-11-000877,portalinmobiliario,Macul,Metropolitana,555000,15.0,40.5,2024-10-24 00:00:00.000000,2024-11-01 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2024-11-002486,portalinmobiliario,Recoleta,Metropolitana,760000,20.54,102.0,2024-10-17 00:00:00.000000,2024-11-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-11-001530,portalinmobiliario,San Joaquín,Metropolitana,640000,17.3,76.3,2024-10-12 00:00:00.000000,2024-11-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-11-003962,portalinmobiliario,Macul,Metropolitana,605000,16.35,58.9,2024-11-03 00:00:00.000000,2024-11-22 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-11-001181,portalinmobiliario,Santiago,Metropolitana,575000,15.54,37.5,2024-10-07 00:00:00.000000,2024-11-08 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-11-000430,portalinmobiliario,Estación Central,Metropolitana,785000,21.22,89.1,2024-10-16 00:00:00.000000,2024-11-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-11-002301,portalinmobiliario,Macul,Metropolitana,1110000,30.0,129.6,2024-09-22 00:00:00.000000,2024-11-15 00:00:00.000000,departamento,Arriendo,agency
PI-2024-11-004446,portalinmobiliario,Quilicura,Metropolitana,595000,16.08,82.9,2024-11-23 00:00:00.000000,2024-11-29 00:00:00.000000,Departamento,arriendo,agency
PI-2024-11-001826,portalinmobiliario,Santiago,Metropolitana,585000,15.81,49.1,2024-09-26 00:00:00.000000,2024-11-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-11-002025,portalinmobiliario,Providencia,Metropolitana,820000,22.16,30.8,2024-09-27 00:00:00.000000,2024-11-08 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-11-003141,portalinmobiliario,Independencia,Metropolitana,620000,16.76,66.8,2024-11-13 00:00:00.000000,2024-11-22 00:00:00.000000,Departamento,arriendo,agency
PI-2024-11-004143,portalinmobiliario,Providencia,Metropolitana,795000,21.49,40.1,2024-10-29 00:00:00.000000,2024-11-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-11-000894,portalinmobiliario,Ñuñoa,Metropolitana,580000,,27.8,2024-10-08 00:00:00.000000,2024-11-01 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-11-002983,portalinmobiliario,Cerrillos,Metropolitana,725000,19.59,81.1,2024-10-19 00:00:00.000000,2024-11-15 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-11-000832,portalinmobiliario,Lo Barnechea,Metropolitana,860000,23.24,60.7,2024-10-17 00:00:00.000000,2024-11-01 00:00:00.000000,Departamento,arriendo,agency
PI-2024-11-000928,portalinmobiliario,Cerrillos,Metropolitana,510000,13.78,43.2,2024-09-27 00:00:00.000000,2024-11-01 00:00:00.000000,departamento,arriendo,agency
PI-2024-11-000447,portalinmobiliario, Quinta Normal,Metropolitana,545000,14.73,41.3,2024-10-11 00:00:00.000000,2024-11-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-11-002087,portalinmobiliario,Puente Alto,Metropolitana,480000,12.97,50.5,2024-11-03 00:00:00.000000,2024-11-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-11-003291,portalinmobiliario,Providencia,Metropolitana,1065000,28.78,54.3,2024-10-11 00:00:00.000000,2024-11-22 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-11-001749,portalinmobiliario,Peñalolén,Metropolitana,575000,15.54,56.7,2024-10-18 00:00:00.000000,2024-11-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-11-001017,portalinmobiliario,San Miguel,Metropolitana,450000,12.16,28.2,2024-10-23 00:00:00.000000,2024-11-01 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2024-11-000999,portalinmobiliario,Maipú,Metropolitana,615000,16.62,58.2,2024-10-25 00:00:00.000000,2024-11-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-11-001945,portalinmobiliario,Vitacura,Metropolitana,1815000,49.05,110.7,2024-10-20 00:00:00.000000,2024-11-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-11-000244,portalinmobiliario,Maipú,Metropolitana,410000,11.08,49.7,2024-10-11 00:00:00.000000,2024-11-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-11-000328,portalinmobiliario,Macul,Metropolitana,645000,17.43,51.8,2024-05-17 00:00:00.000000,2024-11-01 00:00:00.000000,departamento,arriendo,agency
PI-2024-11-001517,portalinmobiliario,Huechuraba,Metropolitana,765000,20.68,76.4,2024-10-31 00:00:00.000000,2024-11-08 00:00:00.000000,departamento,arriendo,owner_direct
