id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2024-03-004575,portalinmobiliario,Las Condes,Metropolitana,1030000,27.84,62.9,2024-03-06 00:00:00.000000,2024-03-29 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-03-000308,portalinmobiliario,Estación Central,Metropolitana,460000,12.43,38.5,2024-02-12 00:00:00.000000,2024-03-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-03-004692,portalinmobiliario,Ñuñoa,Metropolitana,650000,17.57,39.3,2024-03-17 00:00:00.000000,2024-03-29 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-03-001683,portalinmobiliario,La Florida,Metropolitana,420000,11.35,40.2,2024-01-23 00:00:00.000000,2024-03-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-03-000447,portalinmobiliario,Huechuraba,Metropolitana,730000,19.73,55.6,2024-02-03 00:00:00.000000,2024-03-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-03-000035,portalinmobiliario,Estación Central,Metropolitana,450000,12.16,47.1,2024-02-18 00:00:00.000000,2024-03-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-03-005002,portalinmobiliario,Puente Alto,Metropolitana,650000,17.57,66.8,2024-03-21 00:00:00.000000,2024-03-29 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2024-03-001344,portalinmobiliario,Conchalí,Metropolitana,470000,12.7,39.2,2023-08-26 00:00:00.000000,2024-03-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-03-002226,portalinmobiliario,Maipú,Metropolitana,415000,11.22,42.9,2024-03-12 00:00:00.000000,2024-03-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-03-002785,portalinmobiliario,Lo Barnechea,Metropolitana,745000,20.14,42.2,2024-02-25 00:00:00.000000,2024-03-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-03-000883,portalinmobiliario,Peñalolén,Metropolitana,590000,15.95,56.9,2024-02-07 00:00:00.000000,2024-03-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-03-001797,portalinmobiliario,Huechuraba,Metropolitana,765000,20.68,68.9,2024-02-27 00:00:00.000000,2024-03-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-03-001275,portalinmobiliario,San Joaquín,Metropolitana,505000,13.65,45.0,2024-02-10 00:00:00.000000,2024-03-08 00:00:00.000000,departamento,arriendo,agency
PI-2024-03-000146,portalinmobiliario,Las Condes,Metropolitana,1175000,31.76,72.2,2024-02-11 00:00:00.000000,2024-03-01 00:00:00.000000,Departamento,arriendo,agency
PI-2024-03-000123,portalinmobiliario,Conchalí,Metropolitana,400000,10.81,40.2,2024-02-28 00:00:00.000000,2024-03-01 00:00:00.000000,departamento,Arriendo,agency
PI-2024-03-004422,portalinmobiliario,Macul ,Metropolitana,485000,13.11,40.5,2024-02-03 00:00:00.000000,2024-03-29 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-03-003357,portalinmobiliario,La Cisterna,Metropolitana,735000,19.86,83.0,2023-10-28 00:00:00.000000,2024-03-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-03-003376,portalinmobiliario,Santiago,Metropolitana,695000,18.78,55.1,2024-02-16 00:00:00.000000,2024-03-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-03-004873,portalinmobiliario,Maipú,Metropolitana,665000,17.97,77.8,2024-01-21 00:00:00.000000,2024-03-29 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-03-000176,portalinmobiliario,Maipú,Metropolitana,430000,11.62,47.9,2024-01-09 00:00:00.000000,2024-03-01 00:00:00.000000,departamento,Arriendo,agency
PI-2024-03-001762,portalinmobiliario,Macul,Metropolitana,710000,19.19,52.5,2024-02-04 00:00:00.000000,2024-03-15 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2024-03-000022,portalinmobiliario,Providencia,Metropolitana,945000,25.54,52.8,2024-01-29 00:00:00.000000,2024-03-01 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-03-002595,portalinmobiliario,Las Condes,Metropolitana,970000,26.22,35.4,2024-02-14 00:00:00.000000,2024-03-15 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-03-002314,portalinmobiliario,La Florida,Metropolitana,940000,25.41,88.9,2024-03-01 00:00:00.000000,2024-03-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-03-001924,portalinmobiliario,Estación Central,Metropolitana,550000,14.86,60.7,2024-02-02 00:00:00.000000,2024-03-15 00:00:00.000000,departamento,Arriendo,agency
PI-2024-03-000524,portalinmobiliario,Ñuñoa,Metropolitana,870000,23.51,56.1,2024-01-02 00:00:00.000000,2024-03-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-03-003617,portalinmobiliario,Maipú,Metropolitana,525000,14.19,59.8,2024-02-13 00:00:00.000000,2024-03-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-03-000852,portalinmobiliario,La Reina,Metropolitana,705000,19.05,36.0,2024-02-09 00:00:00.000000,2024-03-01 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-03-004715,portalinmobiliario,La Cisterna,Metropolitana,640000,17.3,73.0,2023-09-04 00:00:00.000000,2024-03-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-03-000246,portalinmobiliario,Lo Barnechea,Metropolitana,1020000,27.57,62.9,2024-02-19 00:00:00.000000,2024-03-01 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-03-004137,portalinmobiliario,Santiago,Metropolitana,625000,16.89,33.0,2024-03-20 00:00:00.000000,2024-03-29 00:00:00.000000,departamento,Arriendo,agency
PI-2024-03-000677,portalinmobiliario,Providencia,Metropolitana,990000,26.76,50.8,2024-01-08 00:00:00.000000,2024-03-01 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-03-004247,portalinmobiliario,Estación Central,Metropolitana,375000,10.14,31.9,2023-07-22 00:00:00.000000,2024-03-29 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-03-002839,portalinmobiliario,MACUL,Metropolitana,770000,20.81,89.6,2024-02-18 00:00:00.000000,2024-03-15 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-03-000301,portalinmobiliario,Huechuraba,Metropolitana,440000,11.89,25.8,2024-02-12 00:00:00.000000,2024-03-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-03-002002,portalinmobiliario,Estación Central,Metropolitana,570000,15.41,82.0,2023-08-24 00:00:00.000000,2024-03-15 00:00:00.000000,departamento,arriendo,agency
