id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2024-04-001298,portalinmobiliario,Estación Central,Metropolitana,405000,10.95,38.4,2024-03-17 00:00:00.000000,2024-04-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-04-004190,portalinmobiliario,La Florida,Metropolitana,585000,15.81,37.5,2024-03-29 00:00:00.000000,2024-04-29 00:00:00.000000,Departamento,arriendo,agency
PI-2024-04-003413,portalinmobiliario,Renca,Metropolitana,420000,11.35,48.4,2024-04-20 00:00:00.000000,2024-04-22 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-04-004027,portalinmobiliario,Recoleta,Metropolitana,860000,23.24,99.5,2024-03-23 00:00:00.000000,2024-04-29 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-04-000340,portalinmobiliario,Providencia,Metropolitana,870000,23.51,38.1,2024-03-25 00:00:00.000000,2024-04-01 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-04-002652,portalinmobiliario,Independencia,Metropolitana,455000,12.3,41.4,2024-04-02 00:00:00.000000,2024-04-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-04-002125,portalinmobiliario,La Florida,Metropolitana,625000,16.89,57.0,2024-03-16 00:00:00.000000,2024-04-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-04-001371,portalinmobiliario,Pudahuel,Metropolitana,435000,11.76,34.8,2024-04-01 00:00:00.000000,2024-04-08 00:00:00.000000,departamento,arriendo,agency
PI-2024-04-001478,portalinmobiliario,Estación Central,Metropolitana,390000,10.54,32.2,2024-04-07 00:00:00.000000,2024-04-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-04-004115,portalinmobiliario,Maipú,Metropolitana,535000,14.46,51.0,2024-04-08 00:00:00.000000,2024-04-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-04-000112,portalinmobiliario,Ñuñoa,Metropolitana,720000,19.46,42.6,2024-03-25 00:00:00.000000,2024-04-01 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-04-003621,portalinmobiliario,Providencia,Metropolitana,710000,19.19,24.2,2024-03-14 00:00:00.000000,2024-04-22 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-04-001638,portalinmobiliario,San Joaquín,Metropolitana,450000,12.16,40.1,2024-03-28 00:00:00.000000,2024-04-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-04-004038,portalinmobiliario,Maipú,Metropolitana,445000,12.03,33.9,2024-04-22 00:00:00.000000,2024-04-29 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-04-004142,portalinmobiliario,Providencia,Metropolitana,760000,20.54,36.5,2023-11-29 00:00:00.000000,2024-04-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-04-002526,portalinmobiliario,La Florida,Metropolitana,445000,12.03,30.8,2024-04-05 00:00:00.000000,2024-04-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-04-001556,portalinmobiliario,La Reina,Metropolitana,1000000,27.03,54.9,2024-03-29 00:00:00.000000,2024-04-08 00:00:00.000000,departamento,arriendo,agency
PI-2024-04-002009,portalinmobiliario,Huechuraba,Metropolitana,435000,11.76,35.8,2024-03-22 00:00:00.000000,2024-04-15 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-04-000228,portalinmobiliario,Estación Central,Metropolitana,690000,18.65,73.9,2024-03-04 00:00:00.000000,2024-04-01 00:00:00.000000,departamento,Arriendo,agency
PI-2024-04-002891,portalinmobiliario,Providencia,Metropolitana,1140000,30.81,72.2,2024-03-22 00:00:00.000000,2024-04-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-04-002730,portalinmobiliario,San Miguel,Metropolitana,720000,19.46,88.4,2024-03-29 00:00:00.000000,2024-04-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-04-001526,portalinmobiliario,Santiago,Metropolitana,410000,11.08,38.6,2024-03-01 00:00:00.000000,2024-04-08 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-04-002033,portalinmobiliario,Providencia ,Metropolitana,690000,18.65,27.3,2024-02-29 00:00:00.000000,2024-04-15 00:00:00.000000,Departamento,arriendo,agency
PI-2024-04-001166,portalinmobiliario,Santiago,Metropolitana,880000,23.78,91.1,2024-02-27 00:00:00.000000,2024-04-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-04-002889,portalinmobiliario,Quilicura,Metropolitana,615000,16.62,106.9,2024-03-17 00:00:00.000000,2024-04-22 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-04-001387,portalinmobiliario,San Miguel,Metropolitana,435000,11.76,30.4,2024-01-12 00:00:00.000000,2024-04-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-04-001094,portalinmobiliario,Maipú,Metropolitana,545000,14.73,38.6,2024-04-03 00:00:00.000000,2024-04-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-04-002302,portalinmobiliario,Las Condes,Metropolitana,925000,25.0,39.0,2024-03-22 00:00:00.000000,2024-04-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-04-001337,portalinmobiliario,Maipú,Metropolitana,785000,21.22,89.1,2024-04-02 00:00:00.000000,2024-04-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-04-003428,portalinmobiliario,Estación Central,Metropolitana,435000,11.76,37.1,2024-04-18 00:00:00.000000,2024-04-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-04-004249,portalinmobiliario,Las Condes,Metropolitana,1170000,31.62,58.1,2024-04-14 00:00:00.000000,2024-04-29 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-04-000460,portalinmobiliario,Quilicura,Metropolitana,490000,13.24,36.7,2024-03-01 00:00:00.000000,2024-04-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-04-000822,portalinmobiliario,Maipú,Metropolitana,520000,14.05,41.3,2024-03-15 00:00:00.000000,2024-04-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-04-003905,portalinmobiliario,Providencia,Metropolitana,1310000,35.41,79.1,2024-04-22 00:00:00.000000,2024-04-29 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-04-004474,portalinmobiliario,Pudahuel,Metropolitana,495000,13.38,47.3,2024-04-12 00:00:00.000000,2024-04-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-04-001413,portalinmobiliario,San Joaquín,Metropolitana,570000,15.41,52.3,2024-03-25 00:00:00.000000,2024-04-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-04-002456,portalinmobiliario,Renca,Metropolitana,375000,10.14,40.8,2024-03-09 00:00:00.000000,2024-04-15 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-04-001708,portalinmobiliario,Estación Central,Metropolitana,535000,14.46,48.7,2024-03-09 00:00:00.000000,2024-04-08 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-04-000422,portalinmobiliario,Santiago,Metropolitana,580000,15.68,52.0,2024-03-11 00:00:00.000000,2024-04-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-04-002036,portalinmobiliario,Santiago,Metropolitana,525000,14.19,35.4,2024-03-06 00:00:00.000000,2024-04-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-04-003289,portalinmobiliario,Vitacura,Metropolitana,900000,24.32,35.3,2024-03-22 00:00:00.000000,2024-04-22 00:00:00.000000,Departamento,arriendo,agency
PI-2024-04-001663,portalinmobiliario,Santiago,Metropolitana,450000,12.16,28.1,2024-03-28 00:00:00.000000,2024-04-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-04-000877,portalinmobiliario,San Miguel,Metropolitana,560000,15.14,39.5,2023-10-28 00:00:00.000000,2024-04-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-04-000579,portalinmobiliario,Recoleta,Metropolitana,1005000,27.16,40.8,2024-02-29 00:00:00.000000,2024-04-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-04-001118,portalinmobiliario,Santiago,Metropolitana,505000,13.65,47.5,2024-03-29 00:00:00.000000,2024-04-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-04-003375,portalinmobiliario,Conchalí,Metropolitana,550000,14.86,62.3,2024-04-09 00:00:00.000000,2024-04-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-04-000840,portalinmobiliario,San Miguel,Metropolitana,390000,10.54,28.8,2024-02-26 00:00:00.000000,2024-04-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-04-000091,portalinmobiliario,Estación Central,Metropolitana,410000,11.08,44.5,2024-02-20 00:00:00.000000,2024-04-01 00:00:00.000000,departamento,Arriendo,agency
