id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2024-06-000461,portalinmobiliario,Santiago,Metropolitana,735000,19.86,63.7,2024-04-20 00:00:00.000000,2024-06-01 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-06-000372,portalinmobiliario,La Florida,Metropolitana,940000,25.41,123.7,2024-05-03 00:00:00.000000,2024-06-01 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-06-002066,portalinmobiliario,Las Condes,Metropolitana,975000,26.35,40.9,2024-04-12 00:00:00.000000,2024-06-08 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-06-001447,portalinmobiliario,Macul,Metropolitana,705000,19.05,58.6,2024-05-30 00:00:00.000000,2024-06-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-06-002804,portalinmobiliario,Providencia,Metropolitana,1115000,30.14,56.1,2024-06-03 00:00:00.000000,2024-06-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-06-003403,portalinmobiliario,La Cisterna,Metropolitana,435000,11.76,33.8,2024-05-08 00:00:00.000000,2024-06-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-06-000993,portalinmobiliario,Estación Central,Metropolitana,505000,13.65,62.7,2024-04-22 00:00:00.000000,2024-06-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-06-002279,portalinmobiliario,Maipú,Metropolitana,630000,17.03,57.7,2024-05-30 00:00:00.000000,2024-06-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-06-003444,portalinmobiliario,Independencia,Metropolitana,825000,22.3,104.3,2024-05-19 00:00:00.000000,2024-06-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-06-002049,portalinmobiliario,estación central,Metropolitana,560000,,73.8,2024-05-17 00:00:00.000000,2024-06-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-06-003852,portalinmobiliario,La Reina,Metropolitana,955000,25.81,68.1,2024-05-29 00:00:00.000000,2024-06-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-06-002331,portalinmobiliario,San Miguel,Metropolitana,695000,18.78,54.5,2024-06-05 00:00:00.000000,2024-06-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-06-005403,portalinmobiliario,Las Condes,Metropolitana,7435000,200.95,26.9,2024-04-28 00:00:00.000000,2024-06-29 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-06-002106,portalinmobiliario,Quinta Normal,Metropolitana,420000,11.35,31.5,2024-05-20 00:00:00.000000,2024-06-08 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
