id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2024-10-000080,portalinmobiliario,Santiago,Metropolitana,700000,18.92,54.9,2024-08-26 00:00:00.000000,2024-10-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-10-001546,portalinmobiliario,Ñuñoa,Metropolitana,745000,20.14,44.9,2024-10-01 00:00:00.000000,2024-10-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-10-002224,portalinmobiliario,Las Condes,Metropolitana,1355000,36.62,73.9,2024-10-09 00:00:00.000000,2024-10-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-10-000887,portalinmobiliario,Santiago,Metropolitana,890000,24.05,108.9,2024-08-14 00:00:00.000000,2024-10-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-10-002933,portalinmobiliario,Independencia,Metropolitana,410000,11.08,23.0,2024-08-16 00:00:00.000000,2024-10-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-10-004575,portalinmobiliario,ESTACIÓN CENTRAL,Metropolitana,450000,12.16,36.5,2024-09-20 00:00:00.000000,2024-10-29 00:00:00.000000,departamento,Arriendo,agency
PI-2024-10-001262,portalinmobiliario,Maipú,Metropolitana,680000,18.38,70.8,2024-09-22 00:00:00.000000,2024-10-08 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-10-002365,portalinmobiliario,Recoleta,Metropolitana,715000,19.32,75.0,2024-08-11 00:00:00.000000,2024-10-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-10-000167,portalinmobiliario,La Cisterna,Metropolitana,480000,12.97,48.1,2024-08-26 00:00:00.000000,2024-10-01 00:00:00.000000,departamento,Arriendo,agency
PI-2024-10-003262,portalinmobiliario,San Miguel,Metropolitana,520000,14.05,42.4,2024-09-17 00:00:00.000000,2024-10-22 00:00:00.000000,Departamento,arriendo,agency
PI-2024-10-003498,portalinmobiliario,Lo Barnechea,Metropolitana,1030000,27.84,56.8,2024-10-12 00:00:00.000000,2024-10-22 00:00:00.000000,departamento,Arriendo,agency
PI-2024-10-004115,portalinmobiliario,San Miguel,Metropolitana,445000,12.03,31.5,2024-10-27 00:00:00.000000,2024-10-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-10-001277,portalinmobiliario,Ñuñoa,Metropolitana,680000,18.38,51.5,2024-09-23 00:00:00.000000,2024-10-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-10-002381,portalinmobiliario,San Miguel,Metropolitana,560000,15.14,34.0,2024-05-02 00:00:00.000000,2024-10-15 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-10-004967,portalinmobiliario,Macul ,Metropolitana,595000,16.08,40.2,2024-09-06 00:00:00.000000,2024-10-29 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-10-003490,portalinmobiliario,Independencia,Metropolitana,840000,22.7,74.6,2024-10-04 00:00:00.000000,2024-10-22 00:00:00.000000,departamento,arriendo,owner_direct
