id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2024-02-000344,portalinmobiliario,,Metropolitana,365000,9.86,31.2,2024-01-18 00:00:00.000000,2024-02-01 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2024-02-002278,portalinmobiliario,San Miguel,Metropolitana,655000,17.7,68.6,2024-01-30 00:00:00.000000,2024-02-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-02-003243,portalinmobiliario,Estación Central,Metropolitana,355000,9.59,32.1,2023-12-30 00:00:00.000000,2024-02-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-02-000788,portalinmobiliario,Santiago,Metropolitana,455000,12.3,34.4,2023-10-21 00:00:00.000000,2024-02-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-02-000476,portalinmobiliario,Ñuñoa,Metropolitana,1245000,33.65,87.8,2024-01-15 00:00:00.000000,2024-02-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-02-003664,portalinmobiliario,Quilicura,Metropolitana,530000,14.32,64.6,2024-02-17 00:00:00.000000,2024-02-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-02-003317,portalinmobiliario,Ñuñoa,Metropolitana,820000,22.16,78.5,2024-02-14 00:00:00.000000,2024-02-22 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-02-003587,portalinmobiliario,Ñuñoa,Metropolitana,635000,17.16,32.8,2024-01-17 00:00:00.000000,2024-02-22 00:00:00.000000,Departamento,arriendo,agency
PI-2024-02-001981,portalinmobiliario,Lo Barnechea,Metropolitana,855000,23.11,36.7,2024-01-09 00:00:00.000000,2024-02-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-02-000876,portalinmobiliario,Vitacura,Metropolitana,1435000,38.78,67.1,2024-01-17 00:00:00.000000,2024-02-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-02-001125,portalinmobiliario,Las Condes,Metropolitana,1340000,36.22,70.2,2023-12-05 00:00:00.000000,2024-02-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-02-000145,portalinmobiliario,,Metropolitana,440000,11.89,47.1,2023-12-28 00:00:00.000000,2024-02-01 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-02-000044,portalinmobiliario,,Metropolitana,625000,16.89,47.7,2024-01-12 00:00:00.000000,2024-02-01 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-02-001245,portalinmobiliario,San Miguel,Metropolitana,660000,17.84,65.0,2023-08-07 00:00:00.000000,2024-02-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-02-003091,portalinmobiliario,Providencia,Metropolitana,790000,21.35,35.6,2024-02-13 00:00:00.000000,2024-02-22 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-02-002495,portalinmobiliario,La Florida,Metropolitana,625000,16.89,58.0,2024-02-03 00:00:00.000000,2024-02-15 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-02-003670,portalinmobiliario,Providencia,Metropolitana,1415000,38.24,85.2,2024-01-28 00:00:00.000000,2024-02-22 00:00:00.000000,departamento,Arriendo,agency
PI-2024-02-001413,portalinmobiliario,Huechuraba,Metropolitana,8060000,217.84,90.5,2024-01-21 00:00:00.000000,2024-02-08 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-02-001159,portalinmobiliario,Cerrillos,Metropolitana,480000,12.97,40.9,2024-01-20 00:00:00.000000,2024-02-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-02-004945,portalinmobiliario,Independencia,Metropolitana,515000,13.92,49.9,2023-10-01 00:00:00.000000,2024-02-29 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-02-003062,portalinmobiliario,San Miguel,Metropolitana,360000,9.73,28.6,2024-01-28 00:00:00.000000,2024-02-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-02-001714,portalinmobiliario,Conchalí,Metropolitana,505000,13.65,57.3,2023-12-15 00:00:00.000000,2024-02-15 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2024-02-003389,portalinmobiliario,La Florida,Metropolitana,655000,17.7,73.0,2024-02-05 00:00:00.000000,2024-02-22 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-02-002937,portalinmobiliario,Ñuñoa,Metropolitana,660000,17.84,44.6,2024-02-10 00:00:00.000000,2024-02-15 00:00:00.000000,departamento,arriendo,agency
PI-2024-02-002846,portalinmobiliario,Las Condes,Metropolitana,1070000,28.92,60.9,2024-01-17 00:00:00.000000,2024-02-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-02-000755,portalinmobiliario,San Miguel,Metropolitana,635000,17.16,44.2,2023-12-01 00:00:00.000000,2024-02-08 00:00:00.000000,Departamento,arriendo,agency
PI-2024-02-004953,portalinmobiliario,La Reina,Metropolitana,680000,18.38,43.1,2024-02-19 00:00:00.000000,2024-02-29 00:00:00.000000,departamento,Arriendo,agency
PI-2024-02-000482,portalinmobiliario,Estación Central,Metropolitana,430000,11.62,43.7,2024-02-03 00:00:00.000000,2024-02-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-02-003206,portalinmobiliario,Peñalolén,Metropolitana,400000,10.81,24.8,2024-01-22 00:00:00.000000,2024-02-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-02-001235,portalinmobiliario,San Miguel,Metropolitana,765000,20.68,76.1,2024-01-21 00:00:00.000000,2024-02-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-02-004431,portalinmobiliario,Las Condes,Metropolitana,920000,24.86,41.7,2024-02-12 00:00:00.000000,2024-02-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-02-004717,portalinmobiliario,SANTIAGO,Metropolitana,480000,12.97,39.3,2024-02-13 00:00:00.000000,2024-02-29 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-02-001813,portalinmobiliario,La Reina,Metropolitana,675000,18.24,44.0,2024-02-05 00:00:00.000000,2024-02-15 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-02-002761,portalinmobiliario,Cerrillos,Metropolitana,635000,17.16,67.5,2024-01-19 00:00:00.000000,2024-02-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-02-001630,portalinmobiliario,Renca,Metropolitana,650000,,88.8,2024-01-29 00:00:00.000000,2024-02-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-02-000338,portalinmobiliario,,Metropolitana,495000,13.38,44.3,2024-01-10 00:00:00.000000,2024-02-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-02-003425,portalinmobiliario,Las Condes,Metropolitana,835000,22.57,41.8,2024-01-11 00:00:00.000000,2024-02-22 00:00:00.000000,departamento,arriendo,agency
PI-2024-02-000301,portalinmobiliario,,Metropolitana,720000,19.46,48.0,2024-01-10 00:00:00.000000,2024-02-01 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-02-003025,portalinmobiliario,Santiago,Metropolitana,470000,,31.5,2023-09-01 00:00:00.000000,2024-02-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-02-003690,portalinmobiliario,Las Condes,Metropolitana,950000,25.68,38.8,2024-02-02 00:00:00.000000,2024-02-22 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-02-002047,portalinmobiliario,Las Condes,Metropolitana,1115000,30.14,62.8,2024-01-23 00:00:00.000000,2024-02-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-02-001369,portalinmobiliario,santiago,Metropolitana,655000,17.7,63.2,2024-02-04 00:00:00.000000,2024-02-08 00:00:00.000000,departamento,Arriendo,agency
PI-2024-02-005073,portalinmobiliario,Cerrillos,Metropolitana,420000,11.35,38.2,2024-01-10 00:00:00.000000,2024-02-29 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-02-000936,portalinmobiliario,Vitacura,Metropolitana,1260000,34.05,63.8,2024-01-30 00:00:00.000000,2024-02-08 00:00:00.000000,Departamento,arriendo,agency
PI-2024-02-002629,portalinmobiliario,La Florida,Metropolitana,675000,18.24,73.6,2024-01-28 00:00:00.000000,2024-02-15 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-02-000225,portalinmobiliario,,Metropolitana,730000,19.73,31.8,2024-01-25 00:00:00.000000,2024-02-01 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-02-000817,portalinmobiliario,Lo Barnechea ,Metropolitana,1020000,27.57,65.7,2024-01-23 00:00:00.000000,2024-02-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-02-000254,portalinmobiliario,,Metropolitana,560000,15.14,38.6,2023-12-26 00:00:00.000000,2024-02-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-02-004781,portalinmobiliario,Providencia,Metropolitana,815000,22.03,41.0,2024-02-21 00:00:00.000000,2024-02-29 00:00:00.000000,Departamento,arriendo,agency
PI-2024-02-002385,portalinmobiliario,MAIPÚ,Metropolitana,480000,12.97,50.1,2023-08-03 00:00:00.000000,2024-02-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-02-000854,portalinmobiliario,Providencia,Metropolitana,680000,18.38,41.3,2024-01-31 00:00:00.000000,2024-02-08 00:00:00.000000,Departamento,arriendo,agency
PI-2024-02-002192,portalinmobiliario,Puente Alto ,Metropolitana,370000,10.0,30.5,2024-01-21 00:00:00.000000,2024-02-15 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2024-02-003511,portalinmobiliario,Ñuñoa,Metropolitana,795000,21.49,57.7,2024-02-19 00:00:00.000000,2024-02-22 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-02-001508,portalinmobiliario,La Cisterna,Metropolitana,670000,18.11,79.2,2024-01-17 00:00:00.000000,2024-02-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-02-004947,portalinmobiliario,La Florida,Metropolitana,645000,17.43,68.5,2024-02-01 00:00:00.000000,2024-02-29 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-02-001524,portalinmobiliario,Santiago,Metropolitana,645000,17.43,66.3,2024-01-29 00:00:00.000000,2024-02-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
