id,fuente,comuna,region,precio,divisa,superficie_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
TT-2023-12-000174,toctoc,Maipú,Metropolitana,9.43,UF,31.8,2023-11-13 00:00:00.000000,2023-12-01 00:00:00.000000,departamento,arriendo,agency
TT-2023-12-001023,toctoc,Quinta Normal,Metropolitana,520000.0,CLP,53.0,2023-10-18 00:00:00.000000,2023-12-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2023-12-004626,toctoc,ESTACIÓN CENTRAL,Metropolitana,560000.0,CLP,64.4,2023-11-21 00:00:00.000000,2023-12-29 00:00:00.000000,departamento,arriendo,agency
TT-2023-12-002288,toctoc,San Joaquín,Metropolitana,375000.0,CLP,41.4,2023-08-30 00:00:00.000000,2023-12-15 00:00:00.000000,Departamento,Arriendo,
TT-2023-12-001196,toctoc,La Florida,Metropolitana,12.86,UF,51.9,2023-10-23 00:00:00.000000,2023-12-08 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2023-12-000248,toctoc,Estación Central,Metropolitana,11.29,UF,32.1,2023-10-08 00:00:00.000000,2023-12-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2023-12-002340,toctoc,San Joaquín,Metropolitana,13.57,UF,41.7,2023-12-02 00:00:00.000000,2023-12-15 00:00:00.000000,departamento,ARRIENDO,agency
TT-2023-12-001593,toctoc,Independencia ,Metropolitana,28.57,UF,127.0,2023-11-10 00:00:00.000000,2023-12-08 00:00:00.000000,departamento,arriendo,agency
TT-2023-12-003895,toctoc,Macul,Metropolitana,25.57,UF,112.4,2023-12-11 00:00:00.000000,2023-12-29 00:00:00.000000,departamento,Arriendo,owner_direct
TT-2023-12-002193,toctoc,Quilicura,Metropolitana,395000.0,CLP,39.6,2023-12-07 00:00:00.000000,2023-12-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2023-12-000723,toctoc,Independencia,Metropolitana,67.29,UF,84.6,2023-11-17 00:00:00.000000,2023-12-01 00:00:00.000000,departamento,ARRIENDO,owner_direct
TT-2023-12-002060,toctoc,Peñalolén,Metropolitana,530000.0,CLP,52.5,2023-11-26 00:00:00.000000,2023-12-15 00:00:00.000000,departamento,arriendo,agency
TT-2023-12-002788,toctoc,Estación Central,Metropolitana,14.14,UF,48.2,2023-08-17 00:00:00.000000,2023-12-15 00:00:00.000000,departamento,arriendo,agency
TT-2023-12-003952,toctoc,San Miguel,Metropolitana,470000.0,CLP,44.8,2023-11-29 00:00:00.000000,2023-12-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2023-12-003338,toctoc,Independencia,Metropolitana,19.57,UF,66.9,2023-06-27 00:00:00.000000,2023-12-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2023-12-003525,toctoc,Conchalí,Metropolitana,920000.0,CLP,122.0,2023-12-13 00:00:00.000000,2023-12-22 00:00:00.000000,Departamento,arriendo,agency
TT-2023-12-003349,toctoc,Ñuñoa ,Metropolitana,460000.0,CLP,26.1,2023-12-04 00:00:00.000000,2023-12-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2023-12-001837,toctoc,Santiago,Metropolitana,6225000.0,CLP,43.5,2023-11-17 00:00:00.000000,2023-12-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2023-12-001782,toctoc,Ñuñoa,Metropolitana,535000.0,CLP,35.2,2023-11-26 00:00:00.000000,2023-12-08 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2023-12-000961,toctoc,Quinta Normal,Metropolitana,14.0,UF,55.8,2023-11-30 00:00:00.000000,2023-12-08 00:00:00.000000,Departamento,Arriendo,agency
TT-2023-12-000575,toctoc,Puente Alto,Metropolitana,15.29,UF,60.7,2023-11-10 00:00:00.000000,2023-12-01 00:00:00.000000,departamento,Arriendo,agency
TT-2023-12-003931,toctoc,Santiago,Metropolitana,12.43,UF,33.1,2023-12-04 00:00:00.000000,2023-12-29 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2023-12-000498,toctoc,Huechuraba,Metropolitana,22.0,UF,65.8,2023-08-03 00:00:00.000000,2023-12-01 00:00:00.000000,departamento,arriendo,agency
TT-2023-12-001932,toctoc,Santiago,Metropolitana,16.57,UF,43.5,2023-11-21 00:00:00.000000,2023-12-08 00:00:00.000000,departamento,arriendo,agency
TT-2023-12-003040,toctoc,La Florida,Metropolitana,675000.0,CLP,70.3,2023-12-02 00:00:00.000000,2023-12-22 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2023-12-000446,toctoc,Ñuñoa,Metropolitana,915000.0,CLP,60.4,2023-07-02 00:00:00.000000,2023-12-01 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2023-12-004663,toctoc,Santiago,Metropolitana,19.14,UF,40.4,2023-12-03 00:00:00.000000,2023-12-29 00:00:00.000000,departamento,arriendo,agency
TT-2023-12-000300,toctoc,Las Condes,Metropolitana,24.71,UF,42.4,2023-10-23 00:00:00.000000,2023-12-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2023-12-003186,toctoc,Puente Alto,Metropolitana,335000.0,CLP,30.6,2023-05-30 00:00:00.000000,2023-12-22 00:00:00.000000,Departamento,Arriendo,agency
TT-2023-12-004192,toctoc, Independencia,Metropolitana,23.57,UF,97.2,2023-11-11 00:00:00.000000,2023-12-29 00:00:00.000000,Departamento,Arriendo,owner_direct
