id,fuente,comuna,region,precio,divisa,superficie_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
TT-2023-01-000117,toctoc,Recoleta,Metropolitana,13.57,UF,40.2,2022-12-17 00:00:00.000000,2023-01-01 00:00:00.000000,DEPARTAMENTO,arriendo,
TT-2023-01-002596,toctoc,Las Condes,Metropolitana,26.57,UF,48.8,2023-01-16 00:00:00.000000,2023-01-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2023-01-002558,toctoc,San Joaquín,Metropolitana,19.14,UF,60.1,2022-12-18 00:00:00.000000,2023-01-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2023-01-000127,toctoc,Macul,Metropolitana,460000.0,CLP,49.3,2022-12-16 00:00:00.000000,2023-01-01 00:00:00.000000,departamento,ARRIENDO,agency
TT-2023-01-001748,toctoc,Independencia,Metropolitana,13.71,UF,51.9,2023-01-02 00:00:00.000000,2023-01-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2023-01-002308,toctoc,Independencia,Metropolitana,465000.0,CLP,41.7,2022-12-15 00:00:00.000000,2023-01-15 00:00:00.000000,departamento,arriendo,agency
TT-2023-01-001202,toctoc,,Metropolitana,515000.0,CLP,45.0,2022-12-04 00:00:00.000000,2023-01-08 00:00:00.000000,Departamento,Arriendo,agency
TT-2023-01-003674,toctoc,Santiago,Metropolitana,505000.0,CLP,32.4,2022-12-20 00:00:00.000000,2023-01-29 00:00:00.000000,Departamento,Arriendo,agency
TT-2023-01-003335,toctoc,Renca,Metropolitana,14.43,UF,50.6,2022-12-23 00:00:00.000000,2023-01-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2023-01-001220,toctoc,,Metropolitana,10.0,UF,33.0,2022-08-12 00:00:00.000000,2023-01-08 00:00:00.000000,Departamento,Arriendo,owner_direct
TT-2023-01-002068,toctoc,SANTIAGO,Metropolitana,750000.0,CLP,77.9,2022-12-28 00:00:00.000000,2023-01-15 00:00:00.000000,Departamento,Arriendo,owner_direct
TT-2023-01-002663,toctoc,Estación Central,Metropolitana,12.43,UF,46.4,2022-12-23 00:00:00.000000,2023-01-22 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2023-01-002989,toctoc,Estación Central,Metropolitana,14.0,UF,56.1,2023-01-10 00:00:00.000000,2023-01-22 00:00:00.000000,Departamento,Arriendo,owner_direct
TT-2023-01-000732,toctoc,La Cisterna,Metropolitana,580000.0,CLP,85.8,2022-12-15 00:00:00.000000,2023-01-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2023-01-003113,toctoc,Santiago,Metropolitana,765000.0,CLP,66.4,2022-11-20 00:00:00.000000,2023-01-22 00:00:00.000000,Departamento,Arriendo,agency
TT-2023-01-000062,toctoc, Santiago,Metropolitana,595000.0,CLP,50.6,2022-12-21 00:00:00.000000,2023-01-01 00:00:00.000000,Departamento,arriendo,agency
TT-2023-01-000551,toctoc,Vitacura,Metropolitana,40.14,UF,64.8,2022-12-23 00:00:00.000000,2023-01-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2023-01-002835,toctoc,Independencia,Metropolitana,12.29,UF,43.8,2023-01-14 00:00:00.000000,2023-01-22 00:00:00.000000,departamento,ARRIENDO,agency
TT-2023-01-001111,toctoc,,Metropolitana,14.43,UF,35.1,2022-12-29 00:00:00.000000,2023-01-08 00:00:00.000000,departamento,Arriendo,agency
TT-2023-01-003094,toctoc,Santiago,Metropolitana,16.0,UF,37.0,2023-01-16 00:00:00.000000,2023-01-22 00:00:00.000000,departamento,Arriendo,agency
TT-2023-01-004197,toctoc,Providencia ,Metropolitana,1940000.0,CLP,122.7,2022-12-28 00:00:00.000000,2023-01-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
