id,fuente,comuna,region,precio,divisa,superficie_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
TT-2023-03-000693,toctoc, Santiago,Metropolitana,24.0,UF,73.9,2023-02-05 00:00:00.000000,2023-03-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2023-03-002890,toctoc,Santiago,Metropolitana,640000.0,CLP,40.7,2023-03-07 00:00:00.000000,2023-03-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2023-03-002984,toctoc,San Miguel,Metropolitana,610000.0,CLP,60.6,2023-02-25 00:00:00.000000,2023-03-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
TT-2023-03-003299,toctoc,Providencia,Metropolitana,25.71,UF,51.8,2023-02-17 00:00:00.000000,2023-03-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2023-03-002484,toctoc,Puente Alto,Metropolitana,8.43,UF,25.0,2023-02-25 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,arriendo,owner_direct
TT-2023-03-003183,toctoc,La Reina,Metropolitana,650000.0,CLP,49.9,2023-02-27 00:00:00.000000,2023-03-22 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2023-03-001971,toctoc,Maipú,Metropolitana,370000.0,CLP,29.9,2022-09-16 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,arriendo,owner_direct
TT-2023-03-000353,toctoc,Estación Central,Metropolitana,470000.0,CLP,48.7,2023-02-14 00:00:00.000000,2023-03-01 00:00:00.000000,departamento,Arriendo,agency
TT-2023-03-000307,toctoc,La Cisterna,Metropolitana,12.29,UF,44.0,2023-02-10 00:00:00.000000,2023-03-01 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2023-03-004896,toctoc,Independencia,Metropolitana,710000.0,CLP,89.0,2023-02-14 00:00:00.000000,2023-03-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2023-03-004829,toctoc,CERRILLOS,Metropolitana,585000.0,CLP,64.8,2023-03-14 00:00:00.000000,2023-03-29 00:00:00.000000,departamento,arriendo,owner_direct
TT-2023-03-003997,toctoc,Las Condes,Metropolitana,27.29,UF,55.7,2023-03-21 00:00:00.000000,2023-03-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2023-03-004538,toctoc,Quilicura,Metropolitana,455000.0,CLP,51.3,2023-03-19 00:00:00.000000,2023-03-29 00:00:00.000000,Departamento,Arriendo,owner_direct
TT-2023-03-002244,toctoc,Estación Central,Metropolitana,17.29,UF,67.1,2023-02-18 00:00:00.000000,2023-03-15 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2023-03-002426,toctoc,Macul,Metropolitana,14.29,UF,35.1,2022-12-14 00:00:00.000000,2023-03-15 00:00:00.000000,departamento,ARRIENDO,owner_direct
TT-2023-03-004332,toctoc,Providencia,Metropolitana,28.57,UF,48.3,2023-02-23 00:00:00.000000,2023-03-29 00:00:00.000000,Departamento,Arriendo,owner_direct
TT-2023-03-004814,toctoc,Las Condes,Metropolitana,675000.0,CLP,27.9,2022-12-08 00:00:00.000000,2023-03-29 00:00:00.000000,Departamento,Arriendo,agency
TT-2023-03-004378,toctoc,Independencia,Metropolitana,13.29,UF,31.5,2023-03-17 00:00:00.000000,2023-03-29 00:00:00.000000,departamento,ARRIENDO,owner_direct
TT-2023-03-004636,toctoc,Quinta Normal,Metropolitana,11.29,UF,33.9,2023-03-26 00:00:00.000000,2023-03-29 00:00:00.000000,Departamento,arriendo,owner_direct
TT-2023-03-004522,toctoc,La Reina,Metropolitana,26.43,UF,62.0,2023-01-19 00:00:00.000000,2023-03-29 00:00:00.000000,Departamento,ARRIENDO,agency
TT-2023-03-001605,toctoc,Vitacura,Metropolitana,23.71,UF,30.0,2022-10-06 00:00:00.000000,2023-03-08 00:00:00.000000,departamento,Arriendo,agency
TT-2023-03-000053,toctoc,Santiago,Metropolitana,16.57,UF,35.5,2023-01-07 00:00:00.000000,2023-03-01 00:00:00.000000,Departamento,ARRIENDO,agency
