id,fuente,comuna,region,precio,divisa,superficie_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
TT-2023-07-003369,toctoc,Santiago,Metropolitana,19.29,UF,71.4,2023-06-27 00:00:00.000000,2023-07-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2023-07-001796,toctoc,Estación Central,Metropolitana,12.14,UF,56.7,2023-04-30 00:00:00.000000,2023-07-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
TT-2023-07-001408,toctoc,Maipú,Metropolitana,14.71,UF,47.4,2023-06-29 00:00:00.000000,2023-07-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
TT-2023-07-001279,toctoc,Macul,Metropolitana,13.86,UF,37.0,2023-06-15 00:00:00.000000,2023-07-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
TT-2023-07-003980,toctoc,Santiago,Metropolitana,17.29,UF,59.0,2023-06-01 00:00:00.000000,2023-07-22 00:00:00.000000,Departamento,Arriendo,agency
TT-2023-07-005013,toctoc,Independencia,Metropolitana,5360000.0,CLP,999.0,2023-07-01 00:00:00.000000,2023-07-29 00:00:00.000000,Departamento,Arriendo,owner_direct
TT-2023-07-003094,toctoc,Huechuraba,Metropolitana,16.57,UF,47.5,2023-06-16 00:00:00.000000,2023-07-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
TT-2023-07-002544,toctoc,Ñuñoa,Metropolitana,249.0,UF,67.8,2023-07-09 00:00:00.000000,2023-07-15 00:00:00.000000,departamento,arriendo,owner_direct
TT-2023-07-003949,toctoc,Las Condes,Metropolitana,1075000.0,CLP,50.8,2023-07-01 00:00:00.000000,2023-07-22 00:00:00.000000,Departamento,arriendo,agency
TT-2023-07-002594,toctoc,Santiago,Metropolitana,21.0,UF,62.1,2023-07-14 00:00:00.000000,2023-07-15 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
TT-2023-07-002897,toctoc,Renca,Metropolitana,11.43,UF,39.6,2023-06-21 00:00:00.000000,2023-07-15 00:00:00.000000,departamento,Arriendo,owner_direct
TT-2023-07-002888,toctoc,Las Condes,Metropolitana,34.29,UF,63.5,2023-07-03 00:00:00.000000,2023-07-15 00:00:00.000000,departamento,ARRIENDO,agency
TT-2023-07-001718,toctoc,Vitacura,Metropolitana,940000.0,CLP,32.5,2023-02-19 00:00:00.000000,2023-07-08 00:00:00.000000,departamento,arriendo,agency
TT-2023-07-002907,toctoc,Independencia,Metropolitana,425000.0,CLP,30.3,2023-07-03 00:00:00.000000,2023-07-15 00:00:00.000000,departamento,arriendo,owner_direct
